Gen: 2
     [0.1314539265852962, 0.5874710834466147, 0.05374192390524049]
     [0.14622388810580275, 0.5547327752736638, 0.053622278056951425]
     [0.14580917978398908, 0.598608428131931, 0.053607322325915294]
     [0.15016610994529475, 0.49583243900693996, 0.0532483847810481]
     [0.13054564737555352, 0.5776036822398702, 0.05195920076573343]
     [0.1413597900624102, 0.5492654599222532, 0.05169298875329026]
     [0.1545176013089373, 0.5336207102143998, 0.051328068916008614]
     [0.12858496081799517, 0.47839903651236554, 0.0485044268963867]
     [0.1461962408843485, 0.5076435095752546, 0.0472571189279732]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]

Gen: 3
     [0.15016610994529475, 0.49583243900693996, 0.0532483847810481]
     [0.12673712931194678, 0.5594548186306074, 0.05212670495333812]
     [0.13054564737555352, 0.5776036822398702, 0.05195920076573343]
     [0.1413597900624102, 0.5492654599222532, 0.05169298875329026]
     [0.1413597900624102, 0.5492654599222532, 0.05169298875329026]
     [0.1545176013089373, 0.5336207102143998, 0.051328068916008614]
     [0.15412510141091476, 0.5610228709069662, 0.05119944962909787]
     [0.12858496081799517, 0.47839903651236554, 0.0485044268963867]
     [0.1461962408843485, 0.5076435095752546, 0.0472571189279732]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]

Gen: 4
     [0.1413597900624102, 0.5492654599222532, 0.05169298875329026]
     [0.1545176013089373, 0.5336207102143998, 0.051328068916008614]
     [0.15412510141091476, 0.5610228709069662, 0.05119944962909787]
     [0.15412510141091476, 0.5610228709069662, 0.05119944962909787]
     [0.14294565281435118, 0.5495635687200401, 0.048528356066044505]
     [0.12858496081799517, 0.47839903651236554, 0.0485044268963867]
     [0.1461962408843485, 0.5123595907562424, 0.04737975592246949]
     [0.1461962408843485, 0.5076435095752546, 0.0472571189279732]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]

Gen: 5
     [0.15412510141091476, 0.5610228709069662, 0.05119944962909787]
     [0.14294565281435118, 0.5495635687200401, 0.048528356066044505]
     [0.14294565281435118, 0.5495635687200401, 0.048528356066044505]
     [0.12858496081799517, 0.47839903651236554, 0.0485044268963867]
     [0.1461962408843485, 0.5123595907562424, 0.04737975592246949]
     [0.1461962408843485, 0.5076435095752546, 0.0472571189279732]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.15937399438897373, 0.4247394529107343, 0.04283321368748504]

Gen: 6
     [0.14294565281435118, 0.5495635687200401, 0.048528356066044505]
     [0.12858496081799517, 0.47839903651236554, 0.0485044268963867]
     [0.1461962408843485, 0.5123595907562424, 0.04737975592246949]
     [0.1461962408843485, 0.5123595907562424, 0.04737975592246949]
     [0.1461962408843485, 0.5076435095752546, 0.0472571189279732]
     [0.1461962408843485, 0.5076435095752546, 0.0472571189279732]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.15937399438897373, 0.4247394529107343, 0.04283321368748504]

Gen: 7
     [0.1461962408843485, 0.5123595907562424, 0.04737975592246949]
     [0.1461962408843485, 0.5076435095752546, 0.0472571189279732]
     [0.1461962408843485, 0.5076435095752546, 0.0472571189279732]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.1461962408843485, 0.4620924852734254, 0.0428391959798995]
     [0.15937399438897373, 0.4247394529107343, 0.04283321368748504]

Gen: 8
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.15364331458458916, 0.515471846605137, 0.04597989949748744]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.1461962408843485, 0.4620924852734254, 0.0428391959798995]
     [0.1461962408843485, 0.4620924852734254, 0.0428391959798995]
     [0.15937399438897373, 0.4247394529107343, 0.04283321368748504]
     [0.15937399438897373, 0.4247394529107343, 0.04283321368748504]

Gen: 9
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.1461962408843485, 0.4620924852734254, 0.0428391959798995]
     [0.1461962408843485, 0.4620924852734254, 0.0428391959798995]
     [0.1461962408843485, 0.4620924852734254, 0.0428391959798995]
     [0.15937399438897373, 0.4247394529107343, 0.04283321368748504]
     [0.15937399438897373, 0.4247394529107343, 0.04283321368748504]

Gen: 10
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.1306630347584494, 0.4676850063199065, 0.04518126346015793]
     [0.1461962408843485, 0.4620924852734254, 0.0428391959798995]
