Gen: 2
     id:1 |Total fit:0.8099855964694362 |fitness:[0.10851211984112563, 0.6375593141393263, 0.06391416248898434]
     id:8 |Total fit:0.663373476458862 |fitness:[0.1306524604917691, 0.4788041105062444, 0.05391690546084845]
     id:9 |Total fit:0.6905599846617603 |fitness:[0.12609829772236986, 0.5139297254810632, 0.05053196145832725]
     id:12 |Total fit:0.7225971619828627 |fitness:[0.11745276633834094, 0.544909900730692, 0.06023449491382983]
     id:24 |Total fit:0.8301665017998452 |fitness:[0.09801236312817142, 0.6693254927076359, 0.0628286459640379]
     id:32 |Total fit:0.7310694232475902 |fitness:[0.11688509656483569, 0.5609269016913627, 0.05325742499139174]
     id:39 |Total fit:0.7404092510765633 |fitness:[0.14318997486643603, 0.5472271549590987, 0.049992121251028615]
     id:45 |Total fit:0.7462780396876655 |fitness:[0.12717997997607372, 0.5696195161712905, 0.04947854354030126]

Gen: 3
     id:1 |Total fit:0.8099855964694362 |fitness:[0.10851211984112563, 0.6375593141393263, 0.06391416248898434]
     id:3 |Total fit:0.7681316326782274 |fitness:[0.11128034838217163, 0.596821053244447, 0.06003023105160872]
     id:8 |Total fit:0.663373476458862 |fitness:[0.1306524604917691, 0.4788041105062444, 0.05391690546084845]
     id:9 |Total fit:0.6905599846617603 |fitness:[0.12609829772236986, 0.5139297254810632, 0.05053196145832725]
     id:12 |Total fit:0.7225971619828627 |fitness:[0.11745276633834094, 0.544909900730692, 0.06023449491382983]
     id:24 |Total fit:0.8301665017998452 |fitness:[0.09801236312817142, 0.6693254927076359, 0.0628286459640379]
     id:32 |Total fit:0.7310694232475902 |fitness:[0.11688509656483569, 0.5609269016913627, 0.05325742499139174]
     id:39 |Total fit:0.7404092510765633 |fitness:[0.14318997486643603, 0.5472271549590987, 0.049992121251028615]
     id:40 |Total fit:0.722214587181759 |fitness:[0.12157096359962391, 0.5515123286076097, 0.049131294974525376]

Gen: 4
     id:1 |Total fit:0.8099855964694362 |fitness:[0.10851211984112563, 0.6375593141393263, 0.06391416248898434]
     id:3 |Total fit:0.7681316326782274 |fitness:[0.11128034838217163, 0.596821053244447, 0.06003023105160872]
     id:8 |Total fit:0.663373476458862 |fitness:[0.1306524604917691, 0.4788041105062444, 0.05391690546084845]
     id:9 |Total fit:0.6905599846617603 |fitness:[0.12609829772236986, 0.5139297254810632, 0.05053196145832725]
     id:12 |Total fit:0.7225971619828627 |fitness:[0.11745276633834094, 0.544909900730692, 0.06023449491382983]
     id:24 |Total fit:0.8301665017998452 |fitness:[0.09801236312817142, 0.6693254927076359, 0.0628286459640379]
     id:32 |Total fit:0.7310694232475902 |fitness:[0.11688509656483569, 0.5609269016913627, 0.05325742499139174]
     id:39 |Total fit:0.7404092510765633 |fitness:[0.14318997486643603, 0.5472271549590987, 0.049992121251028615]
     id:40 |Total fit:0.722214587181759 |fitness:[0.12157096359962391, 0.5515123286076097, 0.049131294974525376]

Gen: 5
     id:1 |Total fit:0.8099855964694362 |fitness:[0.10851211984112563, 0.6375593141393263, 0.06391416248898434]
     id:3 |Total fit:0.7681316326782274 |fitness:[0.11128034838217163, 0.596821053244447, 0.06003023105160872]
     id:8 |Total fit:0.663373476458862 |fitness:[0.1306524604917691, 0.4788041105062444, 0.05391690546084845]
     id:17 |Total fit:0.6815876117751878 |fitness:[0.1256684296339475, 0.5071468079531891, 0.048772374188051144]
     id:24 |Total fit:0.8301665017998452 |fitness:[0.09801236312817142, 0.6693254927076359, 0.0628286459640379]
     id:25 |Total fit:0.7022072604639383 |fitness:[0.12149169714360276, 0.5297313033099473, 0.05098426001038828]
     id:29 |Total fit:0.6710691575344705 |fitness:[0.11296628492754436, 0.5018310966201858, 0.05627177598674036]
     id:32 |Total fit:0.7310694232475902 |fitness:[0.11688509656483569, 0.5609269016913627, 0.05325742499139174]
     id:40 |Total fit:0.722214587181759 |fitness:[0.12157096359962391, 0.5515123286076097, 0.049131294974525376]

Gen: 6
     id:1 |Total fit:0.8099855964694362 |fitness:[0.10851211984112563, 0.6375593141393263, 0.06391416248898434]
     id:3 |Total fit:0.7681316326782274 |fitness:[0.11128034838217163, 0.596821053244447, 0.06003023105160872]
     id:8 |Total fit:0.663373476458862 |fitness:[0.1306524604917691, 0.4788041105062444, 0.05391690546084845]
     id:13 |Total fit:0.6742186909308286 |fitness:[0.1355596638614471, 0.49238159005560245, 0.04627743701377906]
     id:17 |Total fit:0.6815876117751878 |fitness:[0.1256684296339475, 0.5071468079531891, 0.048772374188051144]
     id:24 |Total fit:0.8301665017998452 |fitness:[0.09801236312817142, 0.6693254927076359, 0.0628286459640379]
     id:25 |Total fit:0.7022072604639383 |fitness:[0.12149169714360276, 0.5297313033099473, 0.05098426001038828]
     id:29 |Total fit:0.6710691575344705 |fitness:[0.11296628492754436, 0.5018310966201858, 0.05627177598674036]
     id:32 |Total fit:0.7310694232475902 |fitness:[0.11688509656483569, 0.5609269016913627, 0.05325742499139174]
     id:40 |Total fit:0.722214587181759 |fitness:[0.12157096359962391, 0.5515123286076097, 0.049131294974525376]

Gen: 7
     id:1 |Total fit:0.8099855964694362 |fitness:[0.10851211984112563, 0.6375593141393263, 0.06391416248898434]
     id:8 |Total fit:0.663373476458862 |fitness:[0.1306524604917691, 0.4788041105062444, 0.05391690546084845]
     id:13 |Total fit:0.6742186909308286 |fitness:[0.1355596638614471, 0.49238159005560245, 0.04627743701377906]
     id:17 |Total fit:0.6815876117751878 |fitness:[0.1256684296339475, 0.5071468079531891, 0.048772374188051144]
     id:19 |Total fit:0.7107804677106154 |fitness:[0.11037305233171427, 0.5416436202730633, 0.05876379510583786]
     id:24 |Total fit:0.8301665017998452 |fitness:[0.09801236312817142, 0.6693254927076359, 0.0628286459640379]
     id:25 |Total fit:0.7022072604639383 |fitness:[0.12149169714360276, 0.5297313033099473, 0.05098426001038828]
     id:29 |Total fit:0.6710691575344705 |fitness:[0.11296628492754436, 0.5018310966201858, 0.05627177598674036]
     id:32 |Total fit:0.7310694232475902 |fitness:[0.11688509656483569, 0.5609269016913627, 0.05325742499139174]
     id:40 |Total fit:0.722214587181759 |fitness:[0.12157096359962391, 0.5515123286076097, 0.049131294974525376]
     id:44 |Total fit:0.69397578328491 |fitness:[0.12285203147731943, 0.5175453407469943, 0.05357841106059633]

Gen: 8
     id:1 |Total fit:0.8099855964694362 |fitness:[0.10851211984112563, 0.6375593141393263, 0.06391416248898434]
     id:7 |Total fit:0.842213867313791 |fitness:[0.11036268671823458, 0.6703327414049082, 0.061518439190648214]
     id:8 |Total fit:0.663373476458862 |fitness:[0.1306524604917691, 0.4788041105062444, 0.05391690546084845]
     id:12 |Total fit:0.6812079106123816 |fitness:[0.1369449976159089, 0.4918692323367588, 0.052393680659713913]
     id:13 |Total fit:0.6742186909308286 |fitness:[0.1355596638614471, 0.49238159005560245, 0.04627743701377906]
     id:16 |Total fit:0.6651222595567221 |fitness:[0.1274311936674638, 0.4846787575325318, 0.053012308356726406]
     id:17 |Total fit:0.6815876117751878 |fitness:[0.1256684296339475, 0.5071468079531891, 0.048772374188051144]
     id:19 |Total fit:0.7107804677106154 |fitness:[0.11037305233171427, 0.5416436202730633, 0.05876379510583786]
