Gen: 2
     id:18 |fitness:[18, 0.7363099711733843]
     id:23 |fitness:[23, 0.7325562404188297]
     id:80 |fitness:[80, 0.7277131297616602]
     id:24 |fitness:[24, 0.7204172759416673]
     id:93 |fitness:[93, 0.7041038065794514]
     id:64 |fitness:[64, 0.7030613855764092]
     id:16 |fitness:[16, 0.6972530319122421]
     id:45 |fitness:[45, 0.6872163763647757]
     id:35 |fitness:[35, 0.6854576352402081]
     id:42 |fitness:[42, 0.6733695208817164]

Gen: 3
     id:69 |fitness:[69, 0.6872163763647757]
     id:25 |fitness:[25, 0.6854576352402081]
     id:35 |fitness:[35, 0.6854576352402081]
     id:36 |fitness:[36, 0.6854576352402081]
     id:58 |fitness:[58, 0.6854576352402081]
     id:96 |fitness:[96, 0.6850432714054167]
     id:20 |fitness:[20, 0.6733695208817164]
     id:29 |fitness:[29, 0.6733695208817164]
     id:42 |fitness:[42, 0.6733695208817164]
     id:88 |fitness:[88, 0.6733695208817164]

Gen: 4
     id:68 |fitness:[68, 0.6854576352402081]
     id:95 |fitness:[95, 0.6854576352402081]
     id:97 |fitness:[97, 0.6854576352402081]
     id:96 |fitness:[96, 0.6850432714054167]
     id:3 |fitness:[3, 0.6733695208817164]
     id:11 |fitness:[11, 0.6733695208817164]
     id:20 |fitness:[20, 0.6733695208817164]
     id:29 |fitness:[29, 0.6733695208817164]
     id:42 |fitness:[42, 0.6733695208817164]
     id:88 |fitness:[88, 0.6733695208817164]

Gen: 5
     id:11 |fitness:[11, 0.6733695208817164]
     id:17 |fitness:[17, 0.6733695208817164]
     id:20 |fitness:[20, 0.6733695208817164]
     id:29 |fitness:[29, 0.6733695208817164]
     id:42 |fitness:[42, 0.6733695208817164]
     id:49 |fitness:[49, 0.6733695208817164]
     id:60 |fitness:[60, 0.6733695208817164]
     id:72 |fitness:[72, 0.6733695208817164]
     id:82 |fitness:[82, 0.6733695208817164]
     id:88 |fitness:[88, 0.6733695208817164]

Gen: 6
     id:72 |fitness:[72, 0.6733695208817164]
     id:75 |fitness:[75, 0.6733695208817164]
     id:76 |fitness:[76, 0.6733695208817164]
     id:77 |fitness:[77, 0.6733695208817164]
     id:78 |fitness:[78, 0.6733695208817164]
     id:82 |fitness:[82, 0.6733695208817164]
     id:84 |fitness:[84, 0.6733695208817164]
     id:85 |fitness:[85, 0.6733695208817164]
     id:88 |fitness:[88, 0.6733695208817164]
     id:92 |fitness:[92, 0.6733695208817164]

Gen: 7
     id:83 |fitness:[83, 0.6733695208817164]
     id:84 |fitness:[84, 0.6733695208817164]
     id:85 |fitness:[85, 0.6733695208817164]
     id:88 |fitness:[88, 0.6733695208817164]
     id:89 |fitness:[89, 0.6733695208817164]
     id:90 |fitness:[90, 0.6733695208817164]
     id:92 |fitness:[92, 0.6733695208817164]
     id:93 |fitness:[93, 0.6733695208817164]
     id:94 |fitness:[94, 0.6733695208817164]
     id:45 |fitness:[45, 0.6574047277085945]

Gen: 8
     id:92 |fitness:[92, 0.6733695208817164]
     id:93 |fitness:[93, 0.6733695208817164]
     id:94 |fitness:[94, 0.6733695208817164]
     id:98 |fitness:[98, 0.6733695208817164]
     id:7 |fitness:[7, 0.6574047277085945]
     id:35 |fitness:[35, 0.6574047277085945]
     id:45 |fitness:[45, 0.6574047277085945]
     id:86 |fitness:[86, 0.6574047277085945]
     id:50 |fitness:[50, 0.6231377467086492]
     id:54 |fitness:[54, 0.6229257733063855]

Gen: 9
     id:35 |fitness:[35, 0.6574047277085945]
     id:45 |fitness:[45, 0.6574047277085945]
     id:73 |fitness:[73, 0.6574047277085945]
     id:86 |fitness:[86, 0.6574047277085945]
     id:91 |fitness:[91, 0.6574047277085945]
     id:0 |fitness:[0, 0.6231377467086492]
     id:50 |fitness:[50, 0.6231377467086492]
     id:96 |fitness:[96, 0.6231377467086492]
     id:54 |fitness:[54, 0.6229257733063855]
     id:87 |fitness:[87, 0.6229257733063855]

Gen: 10
     id:96 |fitness:[96, 0.6231377467086492]
     id:1 |fitness:[1, 0.6229257733063855]
     id:3 |fitness:[3, 0.6229257733063855]
     id:12 |fitness:[12, 0.6229257733063855]
     id:16 |fitness:[16, 0.6229257733063855]
     id:22 |fitness:[22, 0.6229257733063855]
     id:32 |fitness:[32, 0.6229257733063855]
     id:36 |fitness:[36, 0.6229257733063855]
     id:54 |fitness:[54, 0.6229257733063855]
     id:87 |fitness:[87, 0.6229257733063855]

Gen: 11
     id:41 |fitness:[41, 0.6229257733063855]
     id:42 |fitness:[42, 0.6229257733063855]
     id:48 |fitness:[48, 0.6229257733063855]
     id:49 |fitness:[49, 0.6229257733063855]
     id:54 |fitness:[54, 0.6229257733063855]
     id:55 |fitness:[55, 0.6229257733063855]
     id:56 |fitness:[56, 0.6229257733063855]
     id:57 |fitness:[57, 0.6229257733063855]
     id:59 |fitness:[59, 0.6229257733063855]
     id:87 |fitness:[87, 0.6229257733063855]

Gen: 12
     id:75 |fitness:[75, 0.6229257733063855]
     id:76 |fitness:[76, 0.6229257733063855]
     id:77 |fitness:[77, 0.6229257733063855]
     id:78 |fitness:[78, 0.6229257733063855]
     id:79 |fitness:[79, 0.6229257733063855]
     id:81 |fitness:[81, 0.6229257733063855]
     id:82 |fitness:[82, 0.6229257733063855]
     id:84 |fitness:[84, 0.6229257733063855]
     id:85 |fitness:[85, 0.6229257733063855]
     id:87 |fitness:[87, 0.6229257733063855]

Gen: 13
     id:82 |fitness:[82, 0.6229257733063855]
     id:84 |fitness:[84, 0.6229257733063855]
     id:85 |fitness:[85, 0.6229257733063855]
     id:87 |fitness:[87, 0.6229257733063855]
     id:88 |fitness:[88, 0.6229257733063855]
     id:90 |fitness:[90, 0.6229257733063855]
     id:92 |fitness:[92, 0.6229257733063855]
     id:93 |fitness:[93, 0.6229257733063855]
     id:97 |fitness:[97, 0.6229257733063855]
     id:98 |fitness:[98, 0.6229257733063855]

Gen: 14
     id:88 |fitness:[88, 0.6229257733063855]
     id:89 |fitness:[89, 0.6229257733063855]
     id:90 |fitness:[90, 0.6229257733063855]
     id:91 |fitness:[91, 0.6229257733063855]
     id:92 |fitness:[92, 0.6229257733063855]
     id:93 |fitness:[93, 0.6229257733063855]
     id:94 |fitness:[94, 0.6229257733063855]
     id:97 |fitness:[97, 0.6229257733063855]
     id:98 |fitness:[98, 0.6229257733063855]
     id:99 |fitness:[99, 0.6229257733063855]

Gen: 15
     id:90 |fitness:[90, 0.6229257733063855]
     id:91 |fitness:[91, 0.6229257733063855]
     id:92 |fitness:[92, 0.6229257733063855]
     id:93 |fitness:[93, 0.6229257733063855]
     id:94 |fitness:[94, 0.6229257733063855]
     id:95 |fitness:[95, 0.6229257733063855]
     id:96 |fitness:[96, 0.6229257733063855]
     id:97 |fitness:[97, 0.6229257733063855]
     id:98 |fitness:[98, 0.6229257733063855]
     id:99 |fitness:[99, 0.6229257733063855]

Gen: 16
     id:90 |fitness:[90, 0.6229257733063855]
     id:91 |fitness:[91, 0.6229257733063855]
     id:92 |fitness:[92, 0.6229257733063855]
     id:93 |fitness:[93, 0.6229257733063855]
     id:94 |fitness:[94, 0.6229257733063855]
     id:95 |fitness:[95, 0.6229257733063855]
     id:96 |fitness:[96, 0.6229257733063855]
     id:97 |fitness:[97, 0.6229257733063855]
     id:98 |fitness:[98, 0.6229257733063855]
     id:99 |fitness:[99, 0.6229257733063855]

Gen: 17
