Gen: 2
     id:5 |Total fit:0.9394231554598378 |fitness:[0.10432002865176969, 0.7213064018423616, 0.11379672496570645]
     id:7 |Total fit:0.7581959035517735 |fitness:[0.1394220763821333, 0.5480798113946058, 0.0706940157750343]
     id:11 |Total fit:0.8741740447596826 |fitness:[0.11697254366732972, 0.6579388124778125, 0.09926268861454046]
     id:25 |Total fit:0.8128792950730898 |fitness:[0.1173802990044478, 0.6180877306365432, 0.07741126543209877]
     id:29 |Total fit:0.9038114778454789 |fitness:[0.11295790803362711, 0.6914408469037584, 0.09941272290809328]
     id:31 |Total fit:0.9114793788830696 |fitness:[0.10958696925258568, 0.7151940214274661, 0.08669838820301783]
     id:38 |Total fit:0.754511377042618 |fitness:[0.14012869097227262, 0.5421540338069708, 0.07222865226337448]
     id:45 |Total fit:0.7767457409706053 |fitness:[0.13669725436673297, 0.5531271903075761, 0.0869212962962963]
     id:49 |Total fit:0.7679496635230015 |fitness:[0.1589677135210218, 0.5286321557632966, 0.08034979423868313]

Gen: 3
     id:5 |Total fit:0.9394231554598378 |fitness:[0.10432002865176969, 0.7213064018423616, 0.11379672496570645]
     id:7 |Total fit:0.7581959035517735 |fitness:[0.1394220763821333, 0.5480798113946058, 0.0706940157750343]
     id:11 |Total fit:0.8741740447596826 |fitness:[0.11697254366732972, 0.6579388124778125, 0.09926268861454046]
     id:23 |Total fit:0.7462657298415829 |fitness:[0.12236289983012211, 0.5407795446891015, 0.0831232853223594]
     id:25 |Total fit:0.8128792950730898 |fitness:[0.1173802990044478, 0.6180877306365432, 0.07741126543209877]
     id:29 |Total fit:0.9038114778454789 |fitness:[0.11295790803362711, 0.6914408469037584, 0.09941272290809328]
     id:31 |Total fit:0.9114793788830696 |fitness:[0.10958696925258568, 0.7151940214274661, 0.08669838820301783]
     id:38 |Total fit:0.754511377042618 |fitness:[0.14012869097227262, 0.5421540338069708, 0.07222865226337448]
     id:49 |Total fit:0.7679496635230015 |fitness:[0.1589677135210218, 0.5286321557632966, 0.08034979423868313]

Gen: 4
     id:5 |Total fit:0.9394231554598378 |fitness:[0.10432002865176969, 0.7213064018423616, 0.11379672496570645]
     id:7 |Total fit:0.7581959035517735 |fitness:[0.1394220763821333, 0.5480798113946058, 0.0706940157750343]
     id:11 |Total fit:0.8741740447596826 |fitness:[0.11697254366732972, 0.6579388124778125, 0.09926268861454046]
     id:23 |Total fit:0.7462657298415829 |fitness:[0.12236289983012211, 0.5407795446891015, 0.0831232853223594]
     id:25 |Total fit:0.8128792950730898 |fitness:[0.1173802990044478, 0.6180877306365432, 0.07741126543209877]
     id:29 |Total fit:0.9038114778454789 |fitness:[0.11295790803362711, 0.6914408469037584, 0.09941272290809328]
     id:31 |Total fit:0.9114793788830696 |fitness:[0.10958696925258568, 0.7151940214274661, 0.08669838820301783]
     id:38 |Total fit:0.754511377042618 |fitness:[0.14012869097227262, 0.5421540338069708, 0.07222865226337448]
     id:49 |Total fit:0.7679496635230015 |fitness:[0.1589677135210218, 0.5286321557632966, 0.08034979423868313]

Gen: 5
     id:5 |Total fit:0.9394231554598378 |fitness:[0.10432002865176969, 0.7213064018423616, 0.11379672496570645]
     id:7 |Total fit:0.7581959035517735 |fitness:[0.1394220763821333, 0.5480798113946058, 0.0706940157750343]
     id:11 |Total fit:0.8741740447596826 |fitness:[0.11697254366732972, 0.6579388124778125, 0.09926268861454046]
     id:23 |Total fit:0.7462657298415829 |fitness:[0.12236289983012211, 0.5407795446891015, 0.0831232853223594]
     id:25 |Total fit:0.8128792950730898 |fitness:[0.1173802990044478, 0.6180877306365432, 0.07741126543209877]
     id:29 |Total fit:0.9038114778454789 |fitness:[0.11295790803362711, 0.6914408469037584, 0.09941272290809328]
     id:31 |Total fit:0.9114793788830696 |fitness:[0.10958696925258568, 0.7151940214274661, 0.08669838820301783]
     id:38 |Total fit:0.754511377042618 |fitness:[0.14012869097227262, 0.5421540338069708, 0.07222865226337448]
     id:49 |Total fit:0.7679496635230015 |fitness:[0.1589677135210218, 0.5286321557632966, 0.08034979423868313]

Gen: 6
     id:5 |Total fit:0.9394231554598378 |fitness:[0.10432002865176969, 0.7213064018423616, 0.11379672496570645]
     id:7 |Total fit:0.7581959035517735 |fitness:[0.1394220763821333, 0.5480798113946058, 0.0706940157750343]
     id:14 |Total fit:0.7665118846524974 |fitness:[0.13400268126358175, 0.5367015902201914, 0.09580761316872428]
     id:19 |Total fit:0.7976244103668879 |fitness:[0.10767886786791148, 0.6001693079310753, 0.08977623456790124]
     id:23 |Total fit:0.7462657298415829 |fitness:[0.12236289983012211, 0.5407795446891015, 0.0831232853223594]
     id:25 |Total fit:0.8128792950730898 |fitness:[0.1173802990044478, 0.6180877306365432, 0.07741126543209877]
     id:31 |Total fit:0.9114793788830696 |fitness:[0.10958696925258568, 0.7151940214274661, 0.08669838820301783]
     id:38 |Total fit:0.754511377042618 |fitness:[0.14012869097227262, 0.5421540338069708, 0.07222865226337448]
     id:49 |Total fit:0.7679496635230015 |fitness:[0.1589677135210218, 0.5286321557632966, 0.08034979423868313]

Gen: 7
     id:5 |Total fit:0.9394231554598378 |fitness:[0.10432002865176969, 0.7213064018423616, 0.11379672496570645]
     id:7 |Total fit:0.7581959035517735 |fitness:[0.1394220763821333, 0.5480798113946058, 0.0706940157750343]
     id:14 |Total fit:0.7665118846524974 |fitness:[0.13400268126358175, 0.5367015902201914, 0.09580761316872428]
     id:19 |Total fit:0.7976244103668879 |fitness:[0.10767886786791148, 0.6001693079310753, 0.08977623456790124]
     id:23 |Total fit:0.7462657298415829 |fitness:[0.12236289983012211, 0.5407795446891015, 0.0831232853223594]
     id:25 |Total fit:0.8128792950730898 |fitness:[0.1173802990044478, 0.6180877306365432, 0.07741126543209877]
     id:31 |Total fit:0.9114793788830696 |fitness:[0.10958696925258568, 0.7151940214274661, 0.08669838820301783]
     id:38 |Total fit:0.754511377042618 |fitness:[0.14012869097227262, 0.5421540338069708, 0.07222865226337448]
     id:49 |Total fit:0.7679496635230015 |fitness:[0.1589677135210218, 0.5286321557632966, 0.08034979423868313]

Gen: 8
     id:5 |Total fit:0.9394231554598378 |fitness:[0.10432002865176969, 0.7213064018423616, 0.11379672496570645]
     id:7 |Total fit:0.7581959035517735 |fitness:[0.1394220763821333, 0.5480798113946058, 0.0706940157750343]
     id:14 |Total fit:0.7665118846524974 |fitness:[0.13400268126358175, 0.5367015902201914, 0.09580761316872428]
     id:19 |Total fit:0.7976244103668879 |fitness:[0.10767886786791148, 0.6001693079310753, 0.08977623456790124]
     id:23 |Total fit:0.7462657298415829 |fitness:[0.12236289983012211, 0.5407795446891015, 0.0831232853223594]
     id:25 |Total fit:0.8128792950730898 |fitness:[0.1173802990044478, 0.6180877306365432, 0.07741126543209877]
     id:31 |Total fit:0.9114793788830696 |fitness:[0.10958696925258568, 0.7151940214274661, 0.08669838820301783]
     id:38 |Total fit:0.754511377042618 |fitness:[0.14012869097227262, 0.5421540338069708, 0.07222865226337448]
     id:43 |Total fit:0.6807526535553076 |fitness:[0.16131623906804313, 0.4519338424708035, 0.0675025720164609]
     id:49 |Total fit:0.7679496635230015 |fitness:[0.1589677135210218, 0.5286321557632966, 0.08034979423868313]

Gen: 9
     id:5 |Total fit:0.9394231554598378 |fitness:[0.10432002865176969, 0.7213064018423616, 0.11379672496570645]
     id:7 |Total fit:0.7581959035517735 |fitness:[0.1394220763821333, 0.5480798113946058, 0.0706940157750343]
     id:8 |Total fit:0.7946996893093786 |fitness:[0.10946355369060928, 0.592013398993255, 0.0932227366255144]
     id:14 |Total fit:0.7665118846524974 |fitness:[0.13400268126358175, 0.5367015902201914, 0.09580761316872428]
     id:19 |Total fit:0.7976244103668879 |fitness:[0.10767886786791148, 0.6001693079310753, 0.08977623456790124]
     id:22 |Total fit:0.8052569602399153 |fitness:[0.13364695405553217, 0.5917403216850691, 0.07986968449931413]
     id:23 |Total fit:0.7462657298415829 |fitness:[0.12236289983012211, 0.5407795446891015, 0.0831232853223594]
     id:25 |Total fit:0.8128792950730898 |fitness:[0.1173802990044478, 0.6180877306365432, 0.07741126543209877]
     id:31 |Total fit:0.9114793788830696 |fitness:[0.10958696925258568, 0.7151940214274661, 0.08669838820301783]
     id:38 |Total fit:0.754511377042618 |fitness:[0.14012869097227262, 0.5421540338069708, 0.07222865226337448]
     id:43 |Total fit:0.6807526535553076 |fitness:[0.16131623906804313, 0.4519338424708035, 0.0675025720164609]
     id:49 |Total fit:0.7679496635230015 |fitness:[0.1589677135210218, 0.5286321557632966, 0.08034979423868313]

Gen: 10
     id:5 |Total fit:0.9394231554598378 |fitness:[0.10432002865176969, 0.7213064018423616, 0.11379672496570645]
     id:7 |Total fit:0.7581959035517735 |fitness:[0.1394220763821333, 0.5480798113946058, 0.0706940157750343]
     id:8 |Total fit:0.7946996893093786 |fitness:[0.10946355369060928, 0.592013398993255, 0.0932227366255144]
     id:14 |Total fit:0.7665118846524974 |fitness:[0.13400268126358175, 0.5367015902201914, 0.09580761316872428]
