Gen: 2
     id:9 |Total fit:0.8770289909117737 |fitness:[0.13980052283663852, 0.6736859558945448, 0.06354251218059036]
     id:22 |Total fit:0.7488597445968653 |fitness:[0.1462828261869173, 0.5508382130920071, 0.05173870531794091]
     id:31 |Total fit:0.7195378305996367 |fitness:[0.15036676695600718, 0.5214243950117377, 0.04774666863189187]
     id:33 |Total fit:0.6466732858841394 |fitness:[0.15588396151860862, 0.4481494733351369, 0.04263985103039387]
     id:35 |Total fit:0.7009259689636472 |fitness:[0.148932872745251, 0.4996378360924696, 0.05235526012592665]
     id:46 |Total fit:0.9761470497526645 |fitness:[0.13837367321557342, 0.7584454005183744, 0.07932797601871669]
     id:47 |Total fit:0.7164062882129433 |fitness:[0.14165324992539138, 0.5230039532590388, 0.05174908502851307]

Gen: 3
     id:9 |Total fit:0.8770289909117737 |fitness:[0.13980052283663852, 0.6736859558945448, 0.06354251218059036]
     id:22 |Total fit:0.7488597445968653 |fitness:[0.1462828261869173, 0.5508382130920071, 0.05173870531794091]
     id:31 |Total fit:0.7195378305996367 |fitness:[0.15036676695600718, 0.5214243950117377, 0.04774666863189187]
     id:33 |Total fit:0.6466732858841394 |fitness:[0.15588396151860862, 0.4481494733351369, 0.04263985103039387]
     id:35 |Total fit:0.7009259689636472 |fitness:[0.148932872745251, 0.4996378360924696, 0.05235526012592665]
     id:46 |Total fit:0.9761470497526645 |fitness:[0.13837367321557342, 0.7584454005183744, 0.07932797601871669]
     id:47 |Total fit:0.7164062882129433 |fitness:[0.14165324992539138, 0.5230039532590388, 0.05174908502851307]

Gen: 4
     id:9 |Total fit:0.8770289909117737 |fitness:[0.13980052283663852, 0.6736859558945448, 0.06354251218059036]
     id:11 |Total fit:0.7130713601592145 |fitness:[0.15564892838982453, 0.505519727024409, 0.05190270474498089]
     id:22 |Total fit:0.7488597445968653 |fitness:[0.1462828261869173, 0.5508382130920071, 0.05173870531794091]
     id:31 |Total fit:0.7195378305996367 |fitness:[0.15036676695600718, 0.5214243950117377, 0.04774666863189187]
     id:33 |Total fit:0.6466732858841394 |fitness:[0.15588396151860862, 0.4481494733351369, 0.04263985103039387]
     id:35 |Total fit:0.7009259689636472 |fitness:[0.148932872745251, 0.4996378360924696, 0.05235526012592665]
     id:47 |Total fit:0.7164062882129433 |fitness:[0.14165324992539138, 0.5230039532590388, 0.05174908502851307]
     id:48 |Total fit:0.8818958726267154 |fitness:[0.13284110863910054, 0.6788173384879875, 0.07023742549962737]

Gen: 5
     id:9 |Total fit:0.8770289909117737 |fitness:[0.13980052283663852, 0.6736859558945448, 0.06354251218059036]
