Gen: 2
     id:0 |fitness:[0, 0.6815650538335334]
     id:90 |fitness:[90, 0.6806116550937352]
     id:89 |fitness:[89, 0.6767641650202657]
     id:55 |fitness:[55, 0.6753039270868663]
     id:42 |fitness:[42, 0.6701435045185055]
     id:26 |fitness:[26, 0.6678799529697509]
     id:66 |fitness:[66, 0.6619090040233537]
     id:79 |fitness:[79, 0.6601813342376139]
     id:21 |fitness:[21, 0.6509389922400977]
     id:17 |fitness:[17, 0.63959310208085]

Gen: 3
     id:3 |fitness:[3, 0.6582396395257062]
     id:21 |fitness:[21, 0.6509389922400977]
     id:99 |fitness:[99, 0.6509389922400977]
     id:86 |fitness:[86, 0.6439006053838775]
     id:17 |fitness:[17, 0.63959310208085]
     id:97 |fitness:[97, 0.63959310208085]
     id:34 |fitness:[34, 0.6358986438297327]
     id:88 |fitness:[88, 0.6342255165538111]
     id:4 |fitness:[4, 0.6099570489842338]
     id:13 |fitness:[13, 0.6099570489842338]

Gen: 4
     id:63 |fitness:[63, 0.6342255165538111]
     id:88 |fitness:[88, 0.6342255165538111]
     id:61 |fitness:[61, 0.618163158686811]
     id:30 |fitness:[30, 0.6120081029261486]
     id:4 |fitness:[4, 0.6099570489842338]
     id:13 |fitness:[13, 0.6099570489842338]
     id:44 |fitness:[44, 0.6099570489842338]
     id:46 |fitness:[46, 0.6099570489842338]
     id:82 |fitness:[82, 0.6099570489842338]
     id:77 |fitness:[77, 0.5991851551752568]

Gen: 5
     id:46 |fitness:[46, 0.6099570489842338]
     id:47 |fitness:[47, 0.6099570489842338]
     id:56 |fitness:[56, 0.6099570489842338]
     id:58 |fitness:[58, 0.6099570489842338]
     id:64 |fitness:[64, 0.6099570489842338]
     id:72 |fitness:[72, 0.6099570489842338]
     id:82 |fitness:[82, 0.6099570489842338]
     id:38 |fitness:[38, 0.5991851551752568]
     id:77 |fitness:[77, 0.5991851551752568]
     id:37 |fitness:[37, 0.5558778741256892]

Gen: 6
     id:83 |fitness:[83, 0.5991851551752568]
     id:59 |fitness:[59, 0.5968598173815531]
     id:89 |fitness:[89, 0.5878657593135396]
     id:2 |fitness:[2, 0.5850085410808072]
     id:65 |fitness:[65, 0.5803319215217716]
     id:32 |fitness:[32, 0.5771812154309471]
     id:84 |fitness:[84, 0.5771812154309471]
     id:37 |fitness:[37, 0.5558778741256892]
     id:68 |fitness:[68, 0.5558778741256892]
     id:69 |fitness:[69, 0.5558778741256892]

Gen: 7
     id:98 |fitness:[98, 0.5771812154309471]
     id:5 |fitness:[5, 0.5558778741256892]
     id:25 |fitness:[25, 0.5558778741256892]
     id:28 |fitness:[28, 0.5558778741256892]
     id:37 |fitness:[37, 0.5558778741256892]
     id:52 |fitness:[52, 0.5558778741256892]
     id:53 |fitness:[53, 0.5558778741256892]
     id:55 |fitness:[55, 0.5558778741256892]
     id:68 |fitness:[68, 0.5558778741256892]
     id:69 |fitness:[69, 0.5558778741256892]

Gen: 8
     id:55 |fitness:[55, 0.5558778741256892]
     id:61 |fitness:[61, 0.5558778741256892]
     id:63 |fitness:[63, 0.5558778741256892]
     id:66 |fitness:[66, 0.5558778741256892]
     id:67 |fitness:[67, 0.5558778741256892]
     id:68 |fitness:[68, 0.5558778741256892]
     id:69 |fitness:[69, 0.5558778741256892]
     id:74 |fitness:[74, 0.5558778741256892]
     id:85 |fitness:[85, 0.5558778741256892]
     id:88 |fitness:[88, 0.5558778741256892]

Gen: 9
     id:69 |fitness:[69, 0.5558778741256892]
     id:70 |fitness:[70, 0.5558778741256892]
     id:71 |fitness:[71, 0.5558778741256892]
     id:72 |fitness:[72, 0.5558778741256892]
     id:74 |fitness:[74, 0.5558778741256892]
     id:78 |fitness:[78, 0.5558778741256892]
     id:80 |fitness:[80, 0.5558778741256892]
     id:82 |fitness:[82, 0.5558778741256892]
     id:85 |fitness:[85, 0.5558778741256892]
     id:88 |fitness:[88, 0.5558778741256892]

Gen: 10
     id:80 |fitness:[80, 0.5558778741256892]
     id:81 |fitness:[81, 0.5558778741256892]
     id:82 |fitness:[82, 0.5558778741256892]
     id:83 |fitness:[83, 0.5558778741256892]
     id:85 |fitness:[85, 0.5558778741256892]
     id:87 |fitness:[87, 0.5558778741256892]
