Gen: 1
     continue

Gen: 2
     continue

Gen: 3
     continue

Gen: 4
     [0.11813895741365879, 0.6287325259400127, 0.06818983872295875]
     [0.13183624743933756, 0.521002235345144, 0.05721747109129621]
     [0.13882622479009782, 0.6284378162568534, 0.05265324847957275]
     [0.12047781600738625, 0.6615676330920051, 0.06780752626192521]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.14637567082143166, 0.5929781247567255, 0.062005199449470055]
     [0.12327335612683574, 0.47430465196454585, 0.05086226164288487]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.13173300946363137, 0.7285557001301171, 0.07445094048865414]
     [0.12752459678582764, 0.46395088913355353, 0.04445705748803068]
     [0.11308435399174817, 0.6899932161167273, 0.07289228199367126]
     [0.1403671304711619, 0.5715810896473493, 0.06511075297909633]
     [0.12739070299200786, 0.6501907272100446, 0.06688409462527498]
     [0.1326030937130327, 0.6510414928991648, 0.06379324542107306]
     [0.10020710710060879, 0.6478441708648895, 0.07083661729934478]
     [0.13250571640843647, 0.6333477907894883, 0.060752390923314005]
     [0.12343204506765919, 0.6484502719113869, 0.06682821818866237]
     [0.11450398886292161, 0.509319498659905, 0.055532355397663775]
     [0.123103396664647, 0.6292607791456756, 0.06062887458974932]

Gen: 5
     [0.11813895741365879, 0.6287325259400127, 0.06818983872295875]
     [0.13183624743933756, 0.521002235345144, 0.05721747109129621]
     [0.13882622479009782, 0.6284378162568534, 0.05265324847957275]
     [0.12047781600738625, 0.6615676330920051, 0.06780752626192521]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.14637567082143166, 0.5929781247567255, 0.062005199449470055]
     [0.12327335612683574, 0.47430465196454585, 0.05086226164288487]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.13173300946363137, 0.7285557001301171, 0.07445094048865414]
     [0.12752459678582764, 0.46395088913355353, 0.04445705748803068]
     [0.11670038806659165, 0.6399036910997675, 0.06398146078650496]
     [0.1403671304711619, 0.5715810896473493, 0.06511075297909633]
     [0.12739070299200786, 0.6501907272100446, 0.06688409462527498]
     [0.1326030937130327, 0.6510414928991648, 0.06379324542107306]
     [0.10020710710060879, 0.6478441708648895, 0.07083661729934478]
     [0.13250571640843647, 0.6333477907894883, 0.060752390923314005]
     [0.11670038806659165, 0.6399036910997675, 0.06398146078650496]
     [0.11450398886292161, 0.509319498659905, 0.055532355397663775]
     [0.123103396664647, 0.6292607791456756, 0.06062887458974932]

Gen: 6
     [0.11813219510083961, 0.5956749963856359, 0.0606200519944947]
     [0.13183624743933756, 0.521002235345144, 0.05721747109129621]
     [0.13882622479009782, 0.6284378162568534, 0.05265324847957275]
     [0.12047781600738625, 0.6615676330920051, 0.06780752626192521]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.14637567082143166, 0.5929781247567255, 0.062005199449470055]
     [0.12327335612683574, 0.47430465196454585, 0.05086226164288487]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.11813219510083961, 0.5956749963856359, 0.0606200519944947]
     [0.12752459678582764, 0.46395088913355353, 0.04445705748803068]
     [0.11670038806659165, 0.6399036910997675, 0.06398146078650496]
     [0.11813219510083961, 0.5956749963856359, 0.0606200519944947]
     [0.12739070299200786, 0.6501907272100446, 0.06688409462527498]
     [0.1326030937130327, 0.6510414928991648, 0.06379324542107306]
     [0.10020710710060879, 0.6478441708648895, 0.07083661729934478]
     [0.13250571640843647, 0.6333477907894883, 0.060752390923314005]
     [0.11670038806659165, 0.6399036910997675, 0.06398146078650496]
     [0.11450398886292161, 0.509319498659905, 0.055532355397663775]
     [0.123103396664647, 0.6292607791456756, 0.06062887458974932]

Gen: 7
     [0.11813219510083961, 0.5956749963856359, 0.0606200519944947]
     [0.13183624743933756, 0.521002235345144, 0.05721747109129621]
     [0.13882622479009782, 0.6284378162568534, 0.05265324847957275]
     [0.12047781600738625, 0.6615676330920051, 0.06780752626192521]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.14637567082143166, 0.5929781247567255, 0.062005199449470055]
     [0.12327335612683574, 0.47430465196454585, 0.05086226164288487]
     [0.13090214662858132, 0.49058597181908165, 0.05285616817042901]
     [0.11813219510083961, 0.5956749963856359, 0.0606200519944947]
     [0.12752459678582764, 0.46395088913355353, 0.04445705748803068]
     [0.12423766193485097, 0.5743780513573327, 0.060458304414826664]
     [0.11813219510083961, 0.5956749963856359, 0.0606200519944947]
     [0.12739070299200786, 0.6501907272100446, 0.06688409462527498]
     [0.1326030937130327, 0.6510414928991648, 0.06379324542107306]
     [0.10020710710060879, 0.6478441708648895, 0.07083661729934478]
     [0.13250571640843647, 0.6333477907894883, 0.060752390923314005]
     [0.12423766193485097, 0.5743780513573327, 0.060458304414826664]
     [0.11450398886292161, 0.509319498659905, 0.055532355397663775]
     [0.123103396664647, 0.6292607791456756, 0.06062887458974932]

Gen: 8
     continue

Gen: 9
     continue

Gen: 10
     continue

Gen: 11
     [0.11813219510083961, 0.5956749963856359, 0.0606200519944947]
     [0.13183624743933756, 0.521002235345144, 0.05721747109129621]
     [0.13882622479009782, 0.6284378162568534, 0.05265324847957275]
     [0.12047781600738625, 0.6615676330920051, 0.06780752626192521]
