Gen: 2
     id:5 |Total fit:1.2994327824774776 |fitness:[0.1776830088622723, 0.7587953403202555, 0.3629544332949498]
     id:7 |Total fit:1.3866633015627812 |fitness:[0.17353596175573566, 0.7582498928585343, 0.4548774469485113]
     id:8 |Total fit:1.3287783732214118 |fitness:[0.1772737464706561, 0.728211321930884, 0.4232933048198717]
     id:10 |Total fit:1.3034294760442193 |fitness:[0.1846078156055233, 0.7587953403202555, 0.36002632011844055]
     id:12 |Total fit:1.6425514066926117 |fitness:[0.15612271776351164, 1.0, 0.4864286889291002]
     id:15 |Total fit:1.3892018739681427 |fitness:[0.1636244103247323, 0.7547434448903261, 0.4708340187530844]
     id:16 |Total fit:1.4561700689355677 |fitness:[0.17434795575612316, 0.728211321930884, 0.5536107912485606]
     id:21 |Total fit:1.2492523243331475 |fitness:[0.19266462470856383, 0.728211321930884, 0.3283763776936996]
     id:25 |Total fit:0.9641396266021315 |fitness:[0.19656567899460775, 0.48295476682121014, 0.28461918078631354]
     id:36 |Total fit:1.8161853602003215 |fitness:[0.14854265580815174, 1.0, 0.6676427043921698]

Gen: 3
     id:5 |Total fit:1.2994327824774776 |fitness:[0.1776830088622723, 0.7587953403202555, 0.3629544332949498]
     id:7 |Total fit:1.3866633015627812 |fitness:[0.17353596175573566, 0.7582498928585343, 0.4548774469485113]
     id:8 |Total fit:1.3287783732214118 |fitness:[0.1772737464706561, 0.728211321930884, 0.4232933048198717]
     id:10 |Total fit:1.3034294760442193 |fitness:[0.1846078156055233, 0.7587953403202555, 0.36002632011844055]
     id:11 |Total fit:1.3213559372862407 |fitness:[0.1766141374033172, 0.7547434448903261, 0.38999835499259744]
     id:12 |Total fit:1.6425514066926117 |fitness:[0.15612271776351164, 1.0, 0.4864286889291002]
     id:15 |Total fit:1.3892018739681427 |fitness:[0.1636244103247323, 0.7547434448903261, 0.4708340187530844]
     id:16 |Total fit:1.4561700689355677 |fitness:[0.17434795575612316, 0.728211321930884, 0.5536107912485606]
     id:21 |Total fit:1.2492523243331475 |fitness:[0.19266462470856383, 0.728211321930884, 0.3283763776936996]
     id:25 |Total fit:0.9641396266021315 |fitness:[0.19656567899460775, 0.48295476682121014, 0.28461918078631354]
     id:31 |Total fit:1.958183865417039 |fitness:[0.14660301330320466, 1.0, 0.8115808521138345]
     id:36 |Total fit:1.8161853602003215 |fitness:[0.14854265580815174, 1.0, 0.6676427043921698]
     id:38 |Total fit:1.2706807465465373 |fitness:[0.18517381678541806, 0.728211321930884, 0.35729560783023523]

Gen: 4
     id:9 |Total fit:0.9599324690003905 |fitness:[0.1727631524524178, 0.5135387852105817, 0.273630531337391]
     id:12 |Total fit:1.6425514066926117 |fitness:[0.15612271776351164, 1.0, 0.4864286889291002]
     id:15 |Total fit:1.3892018739681427 |fitness:[0.1636244103247323, 0.7547434448903261, 0.4708340187530844]
     id:25 |Total fit:0.9641396266021315 |fitness:[0.19656567899460775, 0.48295476682121014, 0.28461918078631354]
     id:31 |Total fit:1.958183865417039 |fitness:[0.14660301330320466, 1.0, 0.8115808521138345]
     id:36 |Total fit:1.8161853602003215 |fitness:[0.14854265580815174, 1.0, 0.6676427043921698]
     id:46 |Total fit:1.6923334774914927 |fitness:[0.15586366337732904, 1.0, 0.5364698141141635]

Gen: 5
     id:9 |Total fit:0.9599324690003905 |fitness:[0.1727631524524178, 0.5135387852105817, 0.273630531337391]
     id:12 |Total fit:1.6425514066926117 |fitness:[0.15612271776351164, 1.0, 0.4864286889291002]
     id:15 |Total fit:1.3892018739681427 |fitness:[0.1636244103247323, 0.7547434448903261, 0.4708340187530844]
     id:25 |Total fit:0.9641396266021315 |fitness:[0.19656567899460775, 0.48295476682121014, 0.28461918078631354]
     id:31 |Total fit:1.958183865417039 |fitness:[0.14660301330320466, 1.0, 0.8115808521138345]
     id:36 |Total fit:1.8161853602003215 |fitness:[0.14854265580815174, 1.0, 0.6676427043921698]
     id:46 |Total fit:1.6923334774914927 |fitness:[0.15586366337732904, 1.0, 0.5364698141141635]

Gen: 6
     id:9 |Total fit:0.9599324690003905 |fitness:[0.1727631524524178, 0.5135387852105817, 0.273630531337391]
     id:12 |Total fit:1.6425514066926117 |fitness:[0.15612271776351164, 1.0, 0.4864286889291002]
     id:15 |Total fit:1.3892018739681427 |fitness:[0.1636244103247323, 0.7547434448903261, 0.4708340187530844]
     id:25 |Total fit:0.9641396266021315 |fitness:[0.19656567899460775, 0.48295476682121014, 0.28461918078631354]
     id:28 |Total fit:1.3277988324240604 |fitness:[0.17163550394785823, 0.7587953403202555, 0.3973679881559467]
     id:30 |Total fit:1.3892257984773546 |fitness:[0.16637386990245187, 0.7587953403202555, 0.46405658825464713]
     id:31 |Total fit:1.958183865417039 |fitness:[0.14660301330320466, 1.0, 0.8115808521138345]
     id:36 |Total fit:1.8161853602003215 |fitness:[0.14854265580815174, 1.0, 0.6676427043921698]
     id:42 |Total fit:1.7576988078419216 |fitness:[0.1504278751227243, 1.0, 0.6072709327191972]
     id:44 |Total fit:0.9885865154026765 |fitness:[0.20104144217100636, 0.5129933377488604, 0.2745517354828097]
     id:46 |Total fit:1.6923334774914927 |fitness:[0.15586366337732904, 1.0, 0.5364698141141635]

Gen: 7
     id:9 |Total fit:0.9599324690003905 |fitness:[0.1727631524524178, 0.5135387852105817, 0.273630531337391]
     id:12 |Total fit:1.6425514066926117 |fitness:[0.15612271776351164, 1.0, 0.4864286889291002]
     id:15 |Total fit:1.3892018739681427 |fitness:[0.1636244103247323, 0.7547434448903261, 0.4708340187530844]
     id:25 |Total fit:0.9641396266021315 |fitness:[0.19656567899460775, 0.48295476682121014, 0.28461918078631354]
     id:28 |Total fit:1.3277988324240604 |fitness:[0.17163550394785823, 0.7587953403202555, 0.3973679881559467]
     id:30 |Total fit:1.3892257984773546 |fitness:[0.16637386990245187, 0.7587953403202555, 0.46405658825464713]
     id:31 |Total fit:1.958183865417039 |fitness:[0.14660301330320466, 1.0, 0.8115808521138345]
     id:33 |Total fit:0.9234002725401291 |fitness:[0.20037312539320756, 0.48295476682121014, 0.24007238032571146]
     id:36 |Total fit:1.8161853602003215 |fitness:[0.14854265580815174, 1.0, 0.6676427043921698]
     id:42 |Total fit:1.7576988078419216 |fitness:[0.1504278751227243, 1.0, 0.6072709327191972]
     id:46 |Total fit:1.6923334774914927 |fitness:[0.15586366337732904, 1.0, 0.5364698141141635]

Gen: 8
     id:8 |Total fit:1.1960155415318832 |fitness:[0.24559661966679946, 0.728211321930884, 0.2222075999341997]
     id:9 |Total fit:0.9599324690003905 |fitness:[0.1727631524524178, 0.5135387852105817, 0.273630531337391]
     id:12 |Total fit:1.6425514066926117 |fitness:[0.15612271776351164, 1.0, 0.4864286889291002]
     id:15 |Total fit:1.3892018739681427 |fitness:[0.1636244103247323, 0.7547434448903261, 0.4708340187530844]
     id:21 |Total fit:1.347066029979522 |fitness:[0.1639574802498242, 0.7587953403202555, 0.42431320940944234]
     id:25 |Total fit:0.9641396266021315 |fitness:[0.19656567899460775, 0.48295476682121014, 0.28461918078631354]
     id:28 |Total fit:1.3277988324240604 |fitness:[0.17163550394785823, 0.7587953403202555, 0.3973679881559467]
     id:31 |Total fit:1.958183865417039 |fitness:[0.14660301330320466, 1.0, 0.8115808521138345]
     id:32 |Total fit:1.716923022489832 |fitness:[0.1480136623977116, 1.0, 0.5689093600921205]
     id:33 |Total fit:0.9234002725401291 |fitness:[0.20037312539320756, 0.48295476682121014, 0.24007238032571146]
     id:46 |Total fit:1.6923334774914927 |fitness:[0.15586366337732904, 1.0, 0.5364698141141635]

Gen: 9
     id:8 |Total fit:1.1960155415318832 |fitness:[0.24559661966679946, 0.728211321930884, 0.2222075999341997]
     id:9 |Total fit:0.9599324690003905 |fitness:[0.1727631524524178, 0.5135387852105817, 0.273630531337391]
     id:12 |Total fit:1.6425514066926117 |fitness:[0.15612271776351164, 1.0, 0.4864286889291002]
     id:15 |Total fit:1.3892018739681427 |fitness:[0.1636244103247323, 0.7547434448903261, 0.4708340187530844]
     id:21 |Total fit:1.347066029979522 |fitness:[0.1639574802498242, 0.7587953403202555, 0.42431320940944234]
     id:25 |Total fit:0.9641396266021315 |fitness:[0.19656567899460775, 0.48295476682121014, 0.28461918078631354]
     id:28 |Total fit:1.3277988324240604 |fitness:[0.17163550394785823, 0.7587953403202555, 0.3973679881559467]
     id:31 |Total fit:1.958183865417039 |fitness:[0.14660301330320466, 1.0, 0.8115808521138345]
     id:32 |Total fit:1.716923022489832 |fitness:[0.1480136623977116, 1.0, 0.5689093600921205]
     id:33 |Total fit:0.9234002725401291 |fitness:[0.20037312539320756, 0.48295476682121014, 0.24007238032571146]
     id:46 |Total fit:1.6923334774914927 |fitness:[0.15586366337732904, 1.0, 0.5364698141141635]

Gen: 10
     id:8 |Total fit:1.1960155415318832 |fitness:[0.24559661966679946, 0.728211321930884, 0.2222075999341997]
