Gen: 2
     [0.11027512411242311, 0.6686904818873523, 0.08448176595249471]
     [0.11484453806443956, 0.5964193424893526, 0.08338845809905308]
     [0.11597836191380367, 0.5421471981624156, 0.08261058640500778]
     [0.12708024288455072, 0.6231337034024023, 0.08200115149510614]
     [0.1271910045689195, 0.5635737187156051, 0.08121102985312312]
     [0.10762475523645641, 0.658007130210078, 0.07798316857153358]
     [0.12784222393639114, 0.4547602526678471, 0.07547499173128515]
     [0.11616626119978639, 0.5686282720007657, 0.07508911837124692]
     [0.12819280444629047, 0.5216358807484328, 0.06821383509120087]
     [0.12897950908839179, 0.4910633105230416, 0.060983303320960885]

Gen: 3
     [0.10393945687216914, 0.5780315356271235, 0.08303933458282803]
     [0.11597836191380367, 0.5421471981624156, 0.08261058640500778]
     [0.12708024288455072, 0.6231337034024023, 0.08200115149510614]
     [0.1271910045689195, 0.5635737187156051, 0.08121102985312312]
     [0.1271910045689195, 0.5635737187156051, 0.08121102985312312]
     [0.10762475523645641, 0.658007130210078, 0.07798316857153358]
     [0.12784222393639114, 0.4547602526678471, 0.07547499173128515]
     [0.11616626119978639, 0.5686282720007657, 0.07508911837124692]
     [0.12819280444629047, 0.5216358807484328, 0.06821383509120087]
     [0.12897950908839179, 0.4910633105230416, 0.060983303320960885]

Gen: 4
     [0.12708024288455072, 0.6231337034024023, 0.08200115149510614]
     [0.1271910045689195, 0.5635737187156051, 0.08121102985312312]
     [0.1271910045689195, 0.5635737187156051, 0.08121102985312312]
     [0.10762475523645641, 0.658007130210078, 0.07798316857153358]
     [0.12784222393639114, 0.4547602526678471, 0.07547499173128515]
     [0.11616626119978639, 0.5686282720007657, 0.07508911837124692]
     [0.11616626119978639, 0.5686282720007657, 0.07508911837124692]
     [0.11113204375086533, 0.6040699621955304, 0.06988289049771539]
     [0.12819280444629047, 0.5216358807484328, 0.06821383509120087]
     [0.12897950908839179, 0.4910633105230416, 0.060983303320960885]

Gen: 5
     [0.11703307027433296, 0.5437861894051778, 0.0766724241421974]
     [0.12784222393639114, 0.4547602526678471, 0.07547499173128515]
     [0.11152663225142902, 0.658007130210078, 0.0753188048950792]
     [0.11616626119978639, 0.5686282720007657, 0.07508911837124692]
     [0.11616626119978639, 0.5686282720007657, 0.07508911837124692]
     [0.1156124527779426, 0.46921208785950136, 0.07403256036161847]
     [0.12998279238117844, 0.5143322007943724, 0.07149682113851016]
     [0.11113204375086533, 0.6040699621955304, 0.06988289049771539]
     [0.12819280444629047, 0.5216358807484328, 0.06821383509120087]
     [0.12897950908839179, 0.4910633105230416, 0.060983303320960885]

Gen: 6
     [0.11152663225142902, 0.658007130210078, 0.0753188048950792]
     [0.11616626119978639, 0.5686282720007657, 0.07508911837124692]
     [0.11616626119978639, 0.5686282720007657, 0.07508911837124692]
     [0.1156124527779426, 0.46921208785950136, 0.07403256036161847]
     [0.1156124527779426, 0.46921208785950136, 0.07403256036161847]
     [0.12998279238117844, 0.5143322007943724, 0.07149682113851016]
     [0.11113204375086533, 0.6040699621955304, 0.06988289049771539]
     [0.11113204375086533, 0.6040699621955304, 0.06988289049771539]
     [0.12819280444629047, 0.5216358807484328, 0.06821383509120087]
     [0.12897950908839179, 0.4910633105230416, 0.060983303320960885]

Gen: 7
     [0.1156124527779426, 0.46921208785950136, 0.07403256036161847]
     [0.1156124527779426, 0.46921208785950136, 0.07403256036161847]
     [0.1281626416661722, 0.540789347753266, 0.07161932061788738]
     [0.12998279238117844, 0.5143322007943724, 0.07149682113851016]
     [0.11113204375086533, 0.6040699621955304, 0.06988289049771539]
     [0.11113204375086533, 0.6040699621955304, 0.06988289049771539]
     [0.12819280444629047, 0.5216358807484328, 0.06821383509120087]
     [0.11916819952926284, 0.43170072259175957, 0.06464910024132398]
     [0.1287787535354734, 0.49307316839737764, 0.06230017272426592]
     [0.12897950908839179, 0.4910633105230416, 0.060983303320960885]

Gen: 8
