Gen: 2
     id:5 |Total fit:0.7466331929055086 |fitness:[0.1699664922980498, 0.5278400199532547, 0.048826680654204]
     id:12 |Total fit:0.7993112662945421 |fitness:[0.159012607574187, 0.5785478375257964, 0.06175082119455862]
     id:14 |Total fit:0.7852596850406358 |fitness:[0.1628618952341923, 0.5656063818232286, 0.056791407983214956]
     id:19 |Total fit:0.6444786022769452 |fitness:[0.1761126244485693, 0.4300127523825232, 0.038353225445852755]
     id:26 |Total fit:0.7018364422787792 |fitness:[0.16474025504423498, 0.4869237793717138, 0.050172407862830413]
     id:28 |Total fit:0.8245989237042816 |fitness:[0.16227177397970252, 0.6071501844469207, 0.05517696527765835]
     id:32 |Total fit:0.5912929435355175 |fitness:[0.20460718848685003, 0.3476854626862069, 0.03900029236246066]
     id:40 |Total fit:0.9388882311780977 |fitness:[0.1423706096473254, 0.724914615356765, 0.07160300617400726]

Gen: 3
     id:5 |Total fit:0.7466331929055086 |fitness:[0.1699664922980498, 0.5278400199532547, 0.048826680654204]
     id:9 |Total fit:0.7653795418522766 |fitness:[0.15236602945785022, 0.5610525341840286, 0.05196097821039779]
     id:19 |Total fit:0.6444786022769452 |fitness:[0.1761126244485693, 0.4300127523825232, 0.038353225445852755]
     id:26 |Total fit:0.7018364422787792 |fitness:[0.16474025504423498, 0.4869237793717138, 0.050172407862830413]
     id:30 |Total fit:0.7103623578176652 |fitness:[0.1664064797627944, 0.49449072937996064, 0.04946514867491014]
     id:32 |Total fit:0.5912929435355175 |fitness:[0.20460718848685003, 0.3476854626862069, 0.03900029236246066]
     id:40 |Total fit:0.9388882311780977 |fitness:[0.1423706096473254, 0.724914615356765, 0.07160300617400726]

Gen: 4
     id:5 |Total fit:0.7466331929055086 |fitness:[0.1699664922980498, 0.5278400199532547, 0.048826680654204]
     id:9 |Total fit:0.7653795418522766 |fitness:[0.15236602945785022, 0.5610525341840286, 0.05196097821039779]
     id:19 |Total fit:0.6444786022769452 |fitness:[0.1761126244485693, 0.4300127523825232, 0.038353225445852755]
     id:26 |Total fit:0.7018364422787792 |fitness:[0.16474025504423498, 0.4869237793717138, 0.050172407862830413]
     id:30 |Total fit:0.7103623578176652 |fitness:[0.1664064797627944, 0.49449072937996064, 0.04946514867491014]
     id:32 |Total fit:0.5912929435355175 |fitness:[0.20460718848685003, 0.3476854626862069, 0.03900029236246066]
     id:40 |Total fit:0.9388882311780977 |fitness:[0.1423706096473254, 0.724914615356765, 0.07160300617400726]

Gen: 5
     id:5 |Total fit:0.7466331929055086 |fitness:[0.1699664922980498, 0.5278400199532547, 0.048826680654204]
     id:9 |Total fit:0.7653795418522766 |fitness:[0.15236602945785022, 0.5610525341840286, 0.05196097821039779]
     id:19 |Total fit:0.6444786022769452 |fitness:[0.1761126244485693, 0.4300127523825232, 0.038353225445852755]
     id:20 |Total fit:0.7342989968012389 |fitness:[0.1596345490923993, 0.52225632691155, 0.052408120797289626]
     id:26 |Total fit:0.7018364422787792 |fitness:[0.16474025504423498, 0.4869237793717138, 0.050172407862830413]
     id:30 |Total fit:0.7103623578176652 |fitness:[0.1664064797627944, 0.49449072937996064, 0.04946514867491014]
     id:32 |Total fit:0.5912929435355175 |fitness:[0.20460718848685003, 0.3476854626862069, 0.03900029236246066]
     id:40 |Total fit:0.9388882311780977 |fitness:[0.1423706096473254, 0.724914615356765, 0.07160300617400726]
     id:43 |Total fit:0.6968398193587687 |fitness:[0.16573921847503797, 0.4814527256709081, 0.04964787521282267]

Gen: 6
     id:5 |Total fit:0.7466331929055086 |fitness:[0.1699664922980498, 0.5278400199532547, 0.048826680654204]
     id:9 |Total fit:0.7653795418522766 |fitness:[0.15236602945785022, 0.5610525341840286, 0.05196097821039779]
     id:11 |Total fit:0.6398056131624431 |fitness:[0.2281397198852542, 0.3737856071059333, 0.03788028617125561]
     id:19 |Total fit:0.6444786022769452 |fitness:[0.1761126244485693, 0.4300127523825232, 0.038353225445852755]
     id:20 |Total fit:0.7342989968012389 |fitness:[0.1596345490923993, 0.52225632691155, 0.052408120797289626]
     id:26 |Total fit:0.7018364422787792 |fitness:[0.16474025504423498, 0.4869237793717138, 0.050172407862830413]
     id:30 |Total fit:0.7103623578176652 |fitness:[0.1664064797627944, 0.49449072937996064, 0.04946514867491014]
     id:32 |Total fit:0.5912929435355175 |fitness:[0.20460718848685003, 0.3476854626862069, 0.03900029236246066]
     id:40 |Total fit:0.9388882311780977 |fitness:[0.1423706096473254, 0.724914615356765, 0.07160300617400726]
     id:43 |Total fit:0.6968398193587687 |fitness:[0.16573921847503797, 0.4814527256709081, 0.04964787521282267]

Gen: 7
     id:5 |Total fit:0.7466331929055086 |fitness:[0.1699664922980498, 0.5278400199532547, 0.048826680654204]
     id:9 |Total fit:0.7653795418522766 |fitness:[0.15236602945785022, 0.5610525341840286, 0.05196097821039779]
     id:11 |Total fit:0.6398056131624431 |fitness:[0.2281397198852542, 0.3737856071059333, 0.03788028617125561]
     id:19 |Total fit:0.6444786022769452 |fitness:[0.1761126244485693, 0.4300127523825232, 0.038353225445852755]
     id:20 |Total fit:0.7342989968012389 |fitness:[0.1596345490923993, 0.52225632691155, 0.052408120797289626]
     id:26 |Total fit:0.7018364422787792 |fitness:[0.16474025504423498, 0.4869237793717138, 0.050172407862830413]
     id:30 |Total fit:0.7103623578176652 |fitness:[0.1664064797627944, 0.49449072937996064, 0.04946514867491014]
     id:32 |Total fit:0.5912929435355175 |fitness:[0.20460718848685003, 0.3476854626862069, 0.03900029236246066]
     id:40 |Total fit:0.9388882311780977 |fitness:[0.1423706096473254, 0.724914615356765, 0.07160300617400726]
     id:43 |Total fit:0.6968398193587687 |fitness:[0.16573921847503797, 0.4814527256709081, 0.04964787521282267]

Gen: 8
     id:5 |Total fit:0.7466331929055086 |fitness:[0.1699664922980498, 0.5278400199532547, 0.048826680654204]
     id:9 |Total fit:0.7653795418522766 |fitness:[0.15236602945785022, 0.5610525341840286, 0.05196097821039779]
     id:11 |Total fit:0.6398056131624431 |fitness:[0.2281397198852542, 0.3737856071059333, 0.03788028617125561]
     id:19 |Total fit:0.6444786022769452 |fitness:[0.1761126244485693, 0.4300127523825232, 0.038353225445852755]
     id:20 |Total fit:0.7342989968012389 |fitness:[0.1596345490923993, 0.52225632691155, 0.052408120797289626]
     id:26 |Total fit:0.7018364422787792 |fitness:[0.16474025504423498, 0.4869237793717138, 0.050172407862830413]
     id:30 |Total fit:0.7103623578176652 |fitness:[0.1664064797627944, 0.49449072937996064, 0.04946514867491014]
     id:32 |Total fit:0.5912929435355175 |fitness:[0.20460718848685003, 0.3476854626862069, 0.03900029236246066]
     id:40 |Total fit:0.9388882311780977 |fitness:[0.1423706096473254, 0.724914615356765, 0.07160300617400726]
     id:43 |Total fit:0.6968398193587687 |fitness:[0.16573921847503797, 0.4814527256709081, 0.04964787521282267]

Gen: 9
     id:5 |Total fit:0.7466331929055086 |fitness:[0.1699664922980498, 0.5278400199532547, 0.048826680654204]
     id:9 |Total fit:0.7653795418522766 |fitness:[0.15236602945785022, 0.5610525341840286, 0.05196097821039779]
     id:11 |Total fit:0.6398056131624431 |fitness:[0.2281397198852542, 0.3737856071059333, 0.03788028617125561]
     id:16 |Total fit:0.7643730024061206 |fitness:[0.15156955861437216, 0.5573233674335528, 0.05548007635819561]
     id:19 |Total fit:0.6444786022769452 |fitness:[0.1761126244485693, 0.4300127523825232, 0.038353225445852755]
     id:20 |Total fit:0.7342989968012389 |fitness:[0.1596345490923993, 0.52225632691155, 0.052408120797289626]
     id:26 |Total fit:0.7018364422787792 |fitness:[0.16474025504423498, 0.4869237793717138, 0.050172407862830413]
     id:30 |Total fit:0.7103623578176652 |fitness:[0.1664064797627944, 0.49449072937996064, 0.04946514867491014]
     id:32 |Total fit:0.5912929435355175 |fitness:[0.20460718848685003, 0.3476854626862069, 0.03900029236246066]
     id:40 |Total fit:0.9388882311780977 |fitness:[0.1423706096473254, 0.724914615356765, 0.07160300617400726]
     id:43 |Total fit:0.6968398193587687 |fitness:[0.16573921847503797, 0.4814527256709081, 0.04964787521282267]

Gen: 10
     id:5 |Total fit:0.7466331929055086 |fitness:[0.1699664922980498, 0.5278400199532547, 0.048826680654204]
     id:9 |Total fit:0.7653795418522766 |fitness:[0.15236602945785022, 0.5610525341840286, 0.05196097821039779]
     id:11 |Total fit:0.6398056131624431 |fitness:[0.2281397198852542, 0.3737856071059333, 0.03788028617125561]
     id:16 |Total fit:0.7643730024061206 |fitness:[0.15156955861437216, 0.5573233674335528, 0.05548007635819561]
     id:19 |Total fit:0.6444786022769452 |fitness:[0.1761126244485693, 0.4300127523825232, 0.038353225445852755]
     id:20 |Total fit:0.7342989968012389 |fitness:[0.1596345490923993, 0.52225632691155, 0.052408120797289626]
     id:26 |Total fit:0.7018364422787792 |fitness:[0.16474025504423498, 0.4869237793717138, 0.050172407862830413]
     id:30 |Total fit:0.7103623578176652 |fitness:[0.1664064797627944, 0.49449072937996064, 0.04946514867491014]
     id:32 |Total fit:0.5912929435355175 |fitness:[0.20460718848685003, 0.3476854626862069, 0.03900029236246066]
