Gen: 1
     id: 0| fitness:0.2801656805086487 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.22213075235638696, 0.5572388879278787, 0.06112740124168057]
     id: 1| fitness:0.1934764731943839 | w: [0.9, 0.05, 0.05] |fit^123:[0.18228551454812814, 0.5326392604422703, 0.055750941579101244]
     id: 2| fitness:0.4783779747963559 | w: [0.05, 0.9, 0.05] |fit^123:[0.16475423667526456, 0.5191466765360184, 0.05816508160352211]
     id: 3| fitness:0.08804355313192552 | w: [0.05, 0.05, 0.9] |fit^123:[0.17606308608345586, 0.5720429155888825, 0.05626472560923178]
     id: 4| fitness:0.3709435127618539 | w: [0.13338452598100625, 0.6113492313198352, 0.25526624269915854] |fit^123:[0.18967107007689898, 0.5428773719632635, 0.0538914303403443]
     id: 5| fitness:0.4097525265219792 | w: [0.055610566672105066, 0.5709779264723889, 0.37341150685550606] |fit^123:[0.16684726273413206, 0.6604165241913099, 0.06264080692039142]
     id: 6| fitness:0.2769953530697877 | w: [0.18188170246066637, 0.31911932689557587, 0.49899897064375776] |fit^123:[0.18390786587276717, 0.6572545769789324, 0.06774210191411423]
     id: 7| fitness:0.1970311478144838 | w: [0.7601006181866962, 0.10840947567661248, 0.13148990613669137] |fit^123:[0.16555094858134659, 0.5884761908593175, 0.05627332450513354]
     id: 8| fitness:0.18902684533704162 | w: [0.7654908852717717, 0.06308809478759517, 0.17142101994063316] |fit^123:[0.18973374635392812, 0.5390838398751312, 0.05703862624039074]
     id: 9| fitness:0.17494160897579522 | w: [0.7880203585712308, 0.054095597991113575, 0.15788404343765566] |fit^123:[0.171778198298098, 0.5784191068504834, 0.052487660584380966]
     id: 10| fitness:0.14026416681554732 | w: [0.09894181228983123, 0.17902929290070435, 0.7220288948094644] |fit^123:[0.20199358773473472, 0.4781781391176317, 0.048018384439437976]
     id: 11| fitness:0.11756032360937815 | w: [0.4568954525618987, 0.022939634324088132, 0.5201649131140131] |fit^123:[0.14981438179495216, 0.6387696565706953, 0.06624374430323146]
     id: 12| fitness:0.17815059410217188 | w: [0.479034804844366, 0.11960610508087245, 0.40135909007476156] |fit^123:[0.21201636815080876, 0.483661261319248, 0.04668770529863966]
     id: 13| fitness:0.1922620209303973 | w: [0.8233400827061569, 0.03573933258711462, 0.1409205847067285] |fit^123:[0.1982384350215751, 0.5856240018344121, 0.057582506406177444]
     id: 14| fitness:0.20099161482071215 | w: [0.5751104741641798, 0.10669049678029086, 0.3181990290555293] |fit^123:[0.2004531976954415, 0.600194705146411, 0.06811400416186561]
     id: 15| fitness:0.23125618542208864 | w: [0.14387101496797838, 0.30999724464858436, 0.5461317403834373] |fit^123:[0.16723537352650483, 0.5723164682739228, 0.054527748637075]
     id: 16| fitness:0.3784716316956087 | w: [0.4169788290874581, 0.47313147394464605, 0.10988969696789586] |fit^123:[0.1966835812260444, 0.6119816076047646, 0.06289017490154264]
     id: 17| fitness:0.27787895321861383 | w: [0.7107715695269282, 0.2775841248383478, 0.011644305634723962] |fit^123:[0.169289829568739, 0.565111573289994, 0.05896047947443548]
     id: 18| fitness:0.18607849731373172 | w: [0.8071974335309515, 0.05763042411475603, 0.13517214235429245] |fit^123:[0.17552069522454983, 0.6346422292934697, 0.05788131803876382]
     id: 19| fitness:0.3818105546125799 | w: [0.23401837516743385, 0.5913524305919047, 0.17462919424066148] |fit^123:[0.1936413711640913, 0.552266665593911, 0.05675271295165701]

Gen: 2
     id: 0| fitness:0.2801656805086487 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.22213075235638696, 0.5572388879278787, 0.06112740124168057]
     id: 1| fitness:0.1934764731943839 | w: [0.9, 0.05, 0.05] |fit^123:[0.18228551454812814, 0.5326392604422703, 0.055750941579101244]
     id: 2| fitness:0.4783779747963559 | w: [0.05, 0.9, 0.05] |fit^123:[0.16475423667526456, 0.5191466765360184, 0.05816508160352211]
     id: 3| fitness:0.08804355313192552 | w: [0.05, 0.05, 0.9] |fit^123:[0.17606308608345586, 0.5720429155888825, 0.05626472560923178]
     id: 4| fitness:0.3709435127618539 | w: [0.13338452598100625, 0.6113492313198352, 0.25526624269915854] |fit^123:[0.18967107007689898, 0.5428773719632635, 0.0538914303403443]
     id: 5| fitness:0.3696169968074295 | w: [0.055610566672105066, 0.5709779264723889, 0.37341150685550606] |fit^123:[0.16541896680567944, 0.5952989166509106, 0.05494049564035978]
     id: 6| fitness:0.2769953530697877 | w: [0.18188170246066637, 0.31911932689557587, 0.49899897064375776] |fit^123:[0.18390786587276717, 0.6572545769789324, 0.06774210191411423]
     id: 7| fitness:0.1970311478144838 | w: [0.7601006181866962, 0.10840947567661248, 0.13148990613669137] |fit^123:[0.16555094858134659, 0.5884761908593175, 0.05627332450513354]
     id: 8| fitness:0.18902684533704162 | w: [0.7654908852717717, 0.06308809478759517, 0.17142101994063316] |fit^123:[0.18973374635392812, 0.5390838398751312, 0.05703862624039074]
     id: 9| fitness:0.17494160897579522 | w: [0.7880203585712308, 0.054095597991113575, 0.15788404343765566] |fit^123:[0.171778198298098, 0.5784191068504834, 0.052487660584380966]
     id: 10| fitness:0.14026416681554732 | w: [0.09894181228983123, 0.17902929290070435, 0.7220288948094644] |fit^123:[0.20199358773473472, 0.4781781391176317, 0.048018384439437976]
     id: 11| fitness:0.11756032360937815 | w: [0.4568954525618987, 0.022939634324088132, 0.5201649131140131] |fit^123:[0.14981438179495216, 0.6387696565706953, 0.06624374430323146]
     id: 12| fitness:0.17815059410217188 | w: [0.479034804844366, 0.11960610508087245, 0.40135909007476156] |fit^123:[0.21201636815080876, 0.483661261319248, 0.04668770529863966]
     id: 13| fitness:0.1922620209303973 | w: [0.8233400827061569, 0.03573933258711462, 0.1409205847067285] |fit^123:[0.1982384350215751, 0.5856240018344121, 0.057582506406177444]
     id: 14| fitness:0.20099161482071215 | w: [0.5751104741641798, 0.10669049678029086, 0.3181990290555293] |fit^123:[0.2004531976954415, 0.600194705146411, 0.06811400416186561]
     id: 15| fitness:0.23125618542208864 | w: [0.14387101496797838, 0.30999724464858436, 0.5461317403834373] |fit^123:[0.16723537352650483, 0.5723164682739228, 0.054527748637075]
     id: 16| fitness:0.3784716316956087 | w: [0.4169788290874581, 0.47313147394464605, 0.10988969696789586] |fit^123:[0.1966835812260444, 0.6119816076047646, 0.06289017490154264]
     id: 17| fitness:0.27787895321861383 | w: [0.7107715695269282, 0.2775841248383478, 0.011644305634723962] |fit^123:[0.169289829568739, 0.565111573289994, 0.05896047947443548]
     id: 18| fitness:0.18607849731373172 | w: [0.8071974335309515, 0.05763042411475603, 0.13517214235429245] |fit^123:[0.17552069522454983, 0.6346422292934697, 0.05788131803876382]
     id: 19| fitness:0.3818105546125799 | w: [0.23401837516743385, 0.5913524305919047, 0.17462919424066148] |fit^123:[0.1936413711640913, 0.552266665593911, 0.05675271295165701]

Gen:new 3
     continue len = 0

Gen: 4
     id: 0| fitness:0.2801656805086487 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.22213075235638696, 0.5572388879278787, 0.06112740124168057]
     id: 1| fitness:0.1934764731943839 | w: [0.9, 0.05, 0.05] |fit^123:[0.18228551454812814, 0.5326392604422703, 0.055750941579101244]
     id: 2| fitness:0.4783779747963559 | w: [0.05, 0.9, 0.05] |fit^123:[0.16475423667526456, 0.5191466765360184, 0.05816508160352211]
     id: 3| fitness:0.08804355313192552 | w: [0.05, 0.05, 0.9] |fit^123:[0.17606308608345586, 0.5720429155888825, 0.05626472560923178]
     id: 4| fitness:0.3709435127618539 | w: [0.13338452598100625, 0.6113492313198352, 0.25526624269915854] |fit^123:[0.18967107007689898, 0.5428773719632635, 0.0538914303403443]
     id: 5| fitness:0.3696169968074295 | w: [0.055610566672105066, 0.5709779264723889, 0.37341150685550606] |fit^123:[0.16541896680567944, 0.5952989166509106, 0.05494049564035978]
     id: 6| fitness:0.2769953530697877 | w: [0.18188170246066637, 0.31911932689557587, 0.49899897064375776] |fit^123:[0.18390786587276717, 0.6572545769789324, 0.06774210191411423]
     id: 7| fitness:0.1970311478144838 | w: [0.7601006181866962, 0.10840947567661248, 0.13148990613669137] |fit^123:[0.16555094858134659, 0.5884761908593175, 0.05627332450513354]
     id: 8| fitness:0.17542857602977183 | w: [0.7654908852717717, 0.06308809478759517, 0.17142101994063316] |fit^123:[0.16051816406720826, 0.6488790374163753, 0.06776789860181953]
     id: 9| fitness:0.17494160897579522 | w: [0.7880203585712308, 0.054095597991113575, 0.15788404343765566] |fit^123:[0.171778198298098, 0.5784191068504834, 0.052487660584380966]
     id: 10| fitness:0.14026416681554732 | w: [0.09894181228983123, 0.17902929290070435, 0.7220288948094644] |fit^123:[0.20199358773473472, 0.4781781391176317, 0.048018384439437976]
     id: 11| fitness:0.11756032360937815 | w: [0.4568954525618987, 0.022939634324088132, 0.5201649131140131] |fit^123:[0.14981438179495216, 0.6387696565706953, 0.06624374430323146]
     id: 12| fitness:0.17815059410217188 | w: [0.479034804844366, 0.11960610508087245, 0.40135909007476156] |fit^123:[0.21201636815080876, 0.483661261319248, 0.04668770529863966]
     id: 13| fitness:0.1922620209303973 | w: [0.8233400827061569, 0.03573933258711462, 0.1409205847067285] |fit^123:[0.1982384350215751, 0.5856240018344121, 0.057582506406177444]
     id: 14| fitness:0.1831085838371583 | w: [0.5751104741641798, 0.10669049678029086, 0.3181990290555293] |fit^123:[0.16051816406720826, 0.6488790374163753, 0.06776789860181953]
