Gen: 2
     id:51 |fitness:[51, 1.2497217215350491]
     id:45 |fitness:[45, 1.2472190214853074]
     id:56 |fitness:[56, 1.2419071535759887]
     id:68 |fitness:[68, 1.2389642896196897]
     id:34 |fitness:[34, 1.2300256592884307]
     id:35 |fitness:[35, 1.1950261646724976]
     id:1 |fitness:[1, 1.1897338184703128]
     id:21 |fitness:[21, 1.0243283829076262]
     id:46 |fitness:[46, 1.0023074470540512]
     id:42 |fitness:[42, 0.9915991319811508]

Gen: 3
     id:53 |fitness:[53, 1.2388403425165633]
     id:34 |fitness:[34, 1.2300256592884307]
     id:35 |fitness:[35, 1.1950261646724976]
     id:1 |fitness:[1, 1.1897338184703128]
     id:21 |fitness:[21, 1.0243283829076262]
     id:46 |fitness:[46, 1.0023074470540512]
     id:42 |fitness:[42, 0.9915991319811508]
     id:73 |fitness:[73, 0.9915991319811508]
     id:92 |fitness:[92, 0.9915991319811508]
     id:50 |fitness:[50, 0.9765254514054866]

Gen: 4
     id:21 |fitness:[21, 1.0243283829076262]
     id:46 |fitness:[46, 1.0023074470540512]
     id:42 |fitness:[42, 0.9915991319811508]
     id:73 |fitness:[73, 0.9915991319811508]
     id:92 |fitness:[92, 0.9915991319811508]
     id:98 |fitness:[98, 0.9915991319811508]
     id:6 |fitness:[6, 0.9765254514054866]
     id:50 |fitness:[50, 0.9765254514054866]
     id:95 |fitness:[95, 0.9765254514054866]
     id:61 |fitness:[61, 0.9646156444823902]

Gen: 5
     id:81 |fitness:[81, 0.9915991319811508]
     id:92 |fitness:[92, 0.9915991319811508]
     id:98 |fitness:[98, 0.9915991319811508]
     id:6 |fitness:[6, 0.9765254514054866]
     id:50 |fitness:[50, 0.9765254514054866]
     id:95 |fitness:[95, 0.9765254514054866]
     id:88 |fitness:[88, 0.9747272626567713]
     id:84 |fitness:[84, 0.9660702285209843]
     id:61 |fitness:[61, 0.9646156444823902]
     id:64 |fitness:[64, 0.917811783192855]

Gen: 6
     id:12 |fitness:[12, 0.9747272626567713]
     id:59 |fitness:[59, 0.9747272626567713]
     id:88 |fitness:[88, 0.9747272626567713]
     id:84 |fitness:[84, 0.9660702285209843]
     id:29 |fitness:[29, 0.9646156444823902]
     id:54 |fitness:[54, 0.9646156444823902]
     id:61 |fitness:[61, 0.9646156444823902]
     id:64 |fitness:[64, 0.917811783192855]
     id:82 |fitness:[82, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]

Gen: 7
     id:91 |fitness:[91, 0.9646156444823902]
     id:9 |fitness:[9, 0.917811783192855]
     id:30 |fitness:[30, 0.917811783192855]
     id:40 |fitness:[40, 0.917811783192855]
     id:41 |fitness:[41, 0.917811783192855]
     id:60 |fitness:[60, 0.917811783192855]
     id:64 |fitness:[64, 0.917811783192855]
     id:74 |fitness:[74, 0.917811783192855]
     id:82 |fitness:[82, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]

Gen: 8
     id:65 |fitness:[65, 0.917811783192855]
     id:67 |fitness:[67, 0.917811783192855]
     id:69 |fitness:[69, 0.917811783192855]
     id:70 |fitness:[70, 0.917811783192855]
     id:74 |fitness:[74, 0.917811783192855]
     id:75 |fitness:[75, 0.917811783192855]
     id:80 |fitness:[80, 0.917811783192855]
     id:82 |fitness:[82, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]
     id:97 |fitness:[97, 0.917811783192855]

Gen: 9
     id:79 |fitness:[79, 0.917811783192855]
     id:80 |fitness:[80, 0.917811783192855]
     id:82 |fitness:[82, 0.917811783192855]
     id:83 |fitness:[83, 0.917811783192855]
     id:86 |fitness:[86, 0.917811783192855]
     id:90 |fitness:[90, 0.917811783192855]
     id:94 |fitness:[94, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]
     id:97 |fitness:[97, 0.917811783192855]
     id:99 |fitness:[99, 0.917811783192855]

Gen: 10
     id:79 |fitness:[79, 0.917811783192855]
     id:80 |fitness:[80, 0.917811783192855]
     id:82 |fitness:[82, 0.917811783192855]
     id:83 |fitness:[83, 0.917811783192855]
     id:86 |fitness:[86, 0.917811783192855]
     id:90 |fitness:[90, 0.917811783192855]
     id:94 |fitness:[94, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]
     id:97 |fitness:[97, 0.917811783192855]
     id:99 |fitness:[99, 0.917811783192855]

Gen: 11
     id:90 |fitness:[90, 0.917811783192855]
     id:91 |fitness:[91, 0.917811783192855]
     id:92 |fitness:[92, 0.917811783192855]
     id:93 |fitness:[93, 0.917811783192855]
     id:94 |fitness:[94, 0.917811783192855]
     id:95 |fitness:[95, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]
     id:97 |fitness:[97, 0.917811783192855]
     id:98 |fitness:[98, 0.917811783192855]
     id:99 |fitness:[99, 0.917811783192855]

Gen: 12
     id:90 |fitness:[90, 0.917811783192855]
     id:91 |fitness:[91, 0.917811783192855]
     id:92 |fitness:[92, 0.917811783192855]
     id:93 |fitness:[93, 0.917811783192855]
     id:94 |fitness:[94, 0.917811783192855]
     id:95 |fitness:[95, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]
     id:97 |fitness:[97, 0.917811783192855]
     id:98 |fitness:[98, 0.917811783192855]
     id:99 |fitness:[99, 0.917811783192855]

Gen: 13
     id:90 |fitness:[90, 0.917811783192855]
     id:91 |fitness:[91, 0.917811783192855]
     id:92 |fitness:[92, 0.917811783192855]
     id:93 |fitness:[93, 0.917811783192855]
     id:94 |fitness:[94, 0.917811783192855]
     id:95 |fitness:[95, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]
     id:97 |fitness:[97, 0.917811783192855]
     id:98 |fitness:[98, 0.917811783192855]
     id:99 |fitness:[99, 0.917811783192855]

Gen: 14
     id:90 |fitness:[90, 0.917811783192855]
     id:91 |fitness:[91, 0.917811783192855]
     id:92 |fitness:[92, 0.917811783192855]
     id:93 |fitness:[93, 0.917811783192855]
     id:94 |fitness:[94, 0.917811783192855]
     id:95 |fitness:[95, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]
     id:97 |fitness:[97, 0.917811783192855]
     id:98 |fitness:[98, 0.917811783192855]
     id:99 |fitness:[99, 0.917811783192855]

Gen: 15
     id:90 |fitness:[90, 0.917811783192855]
     id:91 |fitness:[91, 0.917811783192855]
     id:92 |fitness:[92, 0.917811783192855]
     id:93 |fitness:[93, 0.917811783192855]
     id:94 |fitness:[94, 0.917811783192855]
     id:95 |fitness:[95, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]
     id:97 |fitness:[97, 0.917811783192855]
     id:98 |fitness:[98, 0.917811783192855]
     id:99 |fitness:[99, 0.917811783192855]

Gen: 16
     id:90 |fitness:[90, 0.917811783192855]
     id:91 |fitness:[91, 0.917811783192855]
     id:92 |fitness:[92, 0.917811783192855]
     id:93 |fitness:[93, 0.917811783192855]
     id:94 |fitness:[94, 0.917811783192855]
     id:95 |fitness:[95, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]
     id:97 |fitness:[97, 0.917811783192855]
     id:98 |fitness:[98, 0.917811783192855]
     id:99 |fitness:[99, 0.917811783192855]

Gen: 17
     id:90 |fitness:[90, 0.917811783192855]
     id:91 |fitness:[91, 0.917811783192855]
     id:92 |fitness:[92, 0.917811783192855]
     id:93 |fitness:[93, 0.917811783192855]
     id:94 |fitness:[94, 0.917811783192855]
     id:95 |fitness:[95, 0.917811783192855]
     id:96 |fitness:[96, 0.917811783192855]
     id:97 |fitness:[97, 0.917811783192855]
     id:98 |fitness:[98, 0.917811783192855]
     id:99 |fitness:[99, 0.917811783192855]

Gen: 18
     id:90 |fitness:[90, 0.917811783192855]
     id:91 |fitness:[91, 0.917811783192855]
