Gen: 2
     id:61 |fitness:[61, 0.7704323696763004]
     id:43 |fitness:[43, 0.7693698197191257]
     id:46 |fitness:[46, 0.7608502693875611]
     id:18 |fitness:[18, 0.7523857188327948]
     id:82 |fitness:[82, 0.7480205114454886]
     id:50 |fitness:[50, 0.7435838388493059]
     id:80 |fitness:[80, 0.7403504454047463]
     id:63 |fitness:[63, 0.7270368408227575]
     id:57 |fitness:[57, 0.7052873006623388]
     id:22 |fitness:[22, 0.6961069288764611]

Gen: 3
     id:69 |fitness:[69, 0.729512633929864]
     id:63 |fitness:[63, 0.7270368408227575]
     id:62 |fitness:[62, 0.724222329357937]
     id:8 |fitness:[8, 0.7228921342154291]
     id:7 |fitness:[7, 0.7162788029123119]
     id:68 |fitness:[68, 0.7115053532810762]
     id:28 |fitness:[28, 0.7064437794914971]
     id:57 |fitness:[57, 0.7052873006623388]
     id:22 |fitness:[22, 0.6961069288764611]
     id:59 |fitness:[59, 0.64376882777838]

Gen: 4
     id:57 |fitness:[57, 0.7052873006623388]
     id:25 |fitness:[25, 0.7005937146386659]
     id:22 |fitness:[22, 0.6961069288764611]
     id:95 |fitness:[95, 0.6682810776716995]
     id:17 |fitness:[17, 0.6597767947183324]
     id:12 |fitness:[12, 0.6591142308759148]
     id:59 |fitness:[59, 0.64376882777838]
     id:52 |fitness:[52, 0.6364755686402055]
     id:5 |fitness:[5, 0.633723080250577]
     id:60 |fitness:[60, 0.6330766323688449]

Gen: 5
     id:58 |fitness:[58, 0.6457413376831493]
     id:6 |fitness:[6, 0.64376882777838]
     id:9 |fitness:[9, 0.64376882777838]
     id:55 |fitness:[55, 0.64376882777838]
     id:59 |fitness:[59, 0.64376882777838]
     id:34 |fitness:[34, 0.6399224477319027]
     id:52 |fitness:[52, 0.6364755686402055]
     id:5 |fitness:[5, 0.633723080250577]
     id:60 |fitness:[60, 0.6330766323688449]
     id:98 |fitness:[98, 0.6285002550804315]

Gen: 6
     id:54 |fitness:[54, 0.6386863791613823]
     id:74 |fitness:[74, 0.6385134009467408]
     id:52 |fitness:[52, 0.6364755686402055]
     id:5 |fitness:[5, 0.633723080250577]
     id:47 |fitness:[47, 0.6330766323688449]
     id:60 |fitness:[60, 0.6330766323688449]
     id:16 |fitness:[16, 0.6303747082360108]
     id:93 |fitness:[93, 0.6285002550804315]
     id:98 |fitness:[98, 0.6285002550804315]
     id:92 |fitness:[92, 0.5617260112709122]

Gen: 7
     id:64 |fitness:[64, 0.6303747082360108]
     id:50 |fitness:[50, 0.6285002550804315]
     id:51 |fitness:[51, 0.6285002550804315]
     id:78 |fitness:[78, 0.6285002550804315]
     id:93 |fitness:[93, 0.6285002550804315]
     id:98 |fitness:[98, 0.6285002550804315]
     id:49 |fitness:[49, 0.6273954788384528]
     id:82 |fitness:[82, 0.5962767572285764]
     id:92 |fitness:[92, 0.5617260112709122]
     id:18 |fitness:[18, 0.5556203334499635]

Gen: 8
     id:69 |fitness:[69, 0.5962767572285764]
     id:75 |fitness:[75, 0.5962767572285764]
     id:82 |fitness:[82, 0.5962767572285764]
     id:63 |fitness:[63, 0.5937446370810757]
     id:84 |fitness:[84, 0.5937446370810757]
     id:68 |fitness:[68, 0.5902096660662037]
     id:7 |fitness:[7, 0.5873156554656531]
     id:76 |fitness:[76, 0.5688567310676891]
     id:92 |fitness:[92, 0.5617260112709122]
     id:18 |fitness:[18, 0.5556203334499635]

Gen: 9
     id:57 |fitness:[57, 0.5873156554656531]
     id:62 |fitness:[62, 0.5873156554656531]
     id:95 |fitness:[95, 0.5873156554656531]
     id:97 |fitness:[97, 0.5801382673982213]
     id:76 |fitness:[76, 0.5688567310676891]
     id:88 |fitness:[88, 0.5617260112709122]
     id:92 |fitness:[92, 0.5617260112709122]
     id:18 |fitness:[18, 0.5556203334499635]
     id:46 |fitness:[46, 0.5555825899745689]
     id:83 |fitness:[83, 0.553335096770612]

Gen: 10
     id:37 |fitness:[37, 0.5556559202822549]
     id:18 |fitness:[18, 0.5556203334499635]
     id:67 |fitness:[67, 0.5556203334499635]
     id:73 |fitness:[73, 0.5556203334499635]
     id:44 |fitness:[44, 0.5555825899745689]
     id:46 |fitness:[46, 0.5555825899745689]
     id:59 |fitness:[59, 0.5555825899745689]
     id:33 |fitness:[33, 0.553335096770612]
     id:83 |fitness:[83, 0.553335096770612]
     id:6 |fitness:[6, 0.5506468262476305]

Gen: 11
     id:77 |fitness:[77, 0.5545716308706402]
     id:64 |fitness:[64, 0.5538965102132133]
     id:33 |fitness:[33, 0.553335096770612]
     id:83 |fitness:[83, 0.553335096770612]
     id:61 |fitness:[61, 0.5514822450665456]
