Gen: 2
     id:0 |Total fit:1.275432477198345 |fitness:[0.17305270359217817, 0.686388664819556, 0.4159911087866109]
     id:3 |Total fit:1.2097906072334572 |fitness:[0.14924823915375726, 0.7480096797951812, 0.31253268828451886]
     id:26 |Total fit:1.2767917389147563 |fitness:[0.1474912799888052, 0.7535159400974993, 0.3757845188284519]
     id:29 |Total fit:1.290063984613561 |fitness:[0.1389604399135514, 0.7535159400974993, 0.39758760460251047]
     id:34 |Total fit:1.0057912669404536 |fitness:[0.1789921584683877, 0.5600953950829446, 0.26670371338912136]
     id:37 |Total fit:1.6718288980442915 |fitness:[0.13884641896479344, 1.0, 0.5329824790794979]
     id:49 |Total fit:1.203207267290175 |fitness:[0.17373682928472586, 0.7535159400974993, 0.2759544979079498]

Gen: 3
     id:0 |Total fit:1.275432477198345 |fitness:[0.17305270359217817, 0.686388664819556, 0.4159911087866109]
     id:3 |Total fit:1.2097906072334572 |fitness:[0.14924823915375726, 0.7480096797951812, 0.31253268828451886]
     id:26 |Total fit:1.2767917389147563 |fitness:[0.1474912799888052, 0.7535159400974993, 0.3757845188284519]
     id:29 |Total fit:1.290063984613561 |fitness:[0.1389604399135514, 0.7535159400974993, 0.39758760460251047]
     id:34 |Total fit:1.0057912669404536 |fitness:[0.1789921584683877, 0.5600953950829446, 0.26670371338912136]
     id:37 |Total fit:1.6718288980442915 |fitness:[0.13884641896479344, 1.0, 0.5329824790794979]
     id:49 |Total fit:1.203207267290175 |fitness:[0.17373682928472586, 0.7535159400974993, 0.2759544979079498]

Gen: 4
     id:0 |Total fit:1.275432477198345 |fitness:[0.17305270359217817, 0.686388664819556, 0.4159911087866109]
     id:3 |Total fit:1.2097906072334572 |fitness:[0.14924823915375726, 0.7480096797951812, 0.31253268828451886]
     id:4 |Total fit:1.5322800068337756 |fitness:[0.13655563444883828, 1.0, 0.39572437238493724]
     id:13 |Total fit:1.2527130487881202 |fitness:[0.19765531467190472, 0.8120857152877635, 0.24297201882845187]
     id:15 |Total fit:1.5894566700525625 |fitness:[0.12443313448770905, 1.0, 0.46502353556485354]
     id:26 |Total fit:1.2767917389147563 |fitness:[0.1474912799888052, 0.7535159400974993, 0.3757845188284519]
     id:29 |Total fit:1.290063984613561 |fitness:[0.1389604399135514, 0.7535159400974993, 0.39758760460251047]
     id:33 |Total fit:1.5409465586803024 |fitness:[0.1255111507305115, 1.0, 0.4154354079497908]
     id:34 |Total fit:1.0057912669404536 |fitness:[0.1789921584683877, 0.5600953950829446, 0.26670371338912136]
     id:49 |Total fit:1.203207267290175 |fitness:[0.17373682928472586, 0.7535159400974993, 0.2759544979079498]

Gen: 5
     id:0 |Total fit:1.275432477198345 |fitness:[0.17305270359217817, 0.686388664819556, 0.4159911087866109]
     id:3 |Total fit:1.2097906072334572 |fitness:[0.14924823915375726, 0.7480096797951812, 0.31253268828451886]
     id:4 |Total fit:1.5322800068337756 |fitness:[0.13655563444883828, 1.0, 0.39572437238493724]
     id:13 |Total fit:1.2527130487881202 |fitness:[0.19765531467190472, 0.8120857152877635, 0.24297201882845187]
     id:15 |Total fit:1.5894566700525625 |fitness:[0.12443313448770905, 1.0, 0.46502353556485354]
     id:25 |Total fit:1.2194217872553446 |fitness:[0.20368805941527984, 0.8120857152877635, 0.20364801255230125]
     id:26 |Total fit:1.2767917389147563 |fitness:[0.1474912799888052, 0.7535159400974993, 0.3757845188284519]
     id:29 |Total fit:1.290063984613561 |fitness:[0.1389604399135514, 0.7535159400974993, 0.39758760460251047]
     id:33 |Total fit:1.5409465586803024 |fitness:[0.1255111507305115, 1.0, 0.4154354079497908]
     id:34 |Total fit:1.0057912669404536 |fitness:[0.1789921584683877, 0.5600953950829446, 0.26670371338912136]
     id:49 |Total fit:1.203207267290175 |fitness:[0.17373682928472586, 0.7535159400974993, 0.2759544979079498]

Gen: 6
     id:0 |Total fit:1.275432477198345 |fitness:[0.17305270359217817, 0.686388664819556, 0.4159911087866109]
     id:3 |Total fit:1.2097906072334572 |fitness:[0.14924823915375726, 0.7480096797951812, 0.31253268828451886]
     id:4 |Total fit:1.5322800068337756 |fitness:[0.13655563444883828, 1.0, 0.39572437238493724]
     id:13 |Total fit:1.2527130487881202 |fitness:[0.19765531467190472, 0.8120857152877635, 0.24297201882845187]
     id:15 |Total fit:1.5894566700525625 |fitness:[0.12443313448770905, 1.0, 0.46502353556485354]
     id:16 |Total fit:0.9066797100689442 |fitness:[0.1784790641989769, 0.43439834461473714, 0.2938023012552301]
