Gen: 2
     id:2 |Total fit:0.8702150365406924 |fitness:[0.1067108590558304, 0.6600901098810003, 0.1034140676038617]
     id:10 |Total fit:0.6434291753801684 |fitness:[0.13908702900365225, 0.4415467066786592, 0.06279543969785689]
     id:13 |Total fit:0.7878995902395057 |fitness:[0.10811908258495022, 0.5796461094001931, 0.10013439825436245]
     id:15 |Total fit:0.7583507041472679 |fitness:[0.12875686064847086, 0.5507893940587165, 0.0788044494400806]
     id:47 |Total fit:0.7258654315459137 |fitness:[0.11608566871724767, 0.5279552020426012, 0.08182456078606481]

Gen: 3
     id:2 |Total fit:0.8702150365406924 |fitness:[0.1067108590558304, 0.6600901098810003, 0.1034140676038617]
     id:10 |Total fit:0.6434291753801684 |fitness:[0.13908702900365225, 0.4415467066786592, 0.06279543969785689]
     id:13 |Total fit:0.7878995902395057 |fitness:[0.10811908258495022, 0.5796461094001931, 0.10013439825436245]
     id:15 |Total fit:0.7583507041472679 |fitness:[0.12875686064847086, 0.5507893940587165, 0.0788044494400806]
     id:47 |Total fit:0.7258654315459137 |fitness:[0.11608566871724767, 0.5279552020426012, 0.08182456078606481]

Gen: 4
     id:2 |Total fit:0.8702150365406924 |fitness:[0.1067108590558304, 0.6600901098810003, 0.1034140676038617]
     id:10 |Total fit:0.6434291753801684 |fitness:[0.13908702900365225, 0.4415467066786592, 0.06279543969785689]
     id:13 |Total fit:0.7878995902395057 |fitness:[0.10811908258495022, 0.5796461094001931, 0.10013439825436245]
     id:15 |Total fit:0.7583507041472679 |fitness:[0.12875686064847086, 0.5507893940587165, 0.0788044494400806]
     id:47 |Total fit:0.7258654315459137 |fitness:[0.11608566871724767, 0.5279552020426012, 0.08182456078606481]

Gen: 5
     id:2 |Total fit:0.8702150365406924 |fitness:[0.1067108590558304, 0.6600901098810003, 0.1034140676038617]
     id:10 |Total fit:0.6434291753801684 |fitness:[0.13908702900365225, 0.4415467066786592, 0.06279543969785689]
