Gen: 2
     id:8 |Total fit:0.7332415376152495 |fitness:[0.13129520975454553, 0.5482038988755313, 0.05374242898517251]
     id:14 |Total fit:0.751951131563721 |fitness:[0.13796356082086408, 0.5634239802963911, 0.050563590446465745]
     id:17 |Total fit:0.7488962642283843 |fitness:[0.13900227393953005, 0.5567046670532464, 0.053189323235607856]
     id:18 |Total fit:0.756852131839267 |fitness:[0.12725452214517655, 0.5711416256672983, 0.058455984026792196]
     id:19 |Total fit:0.7338524483714781 |fitness:[0.1409805077529173, 0.5322126507212501, 0.06065928989731075]
     id:21 |Total fit:0.5961131725021329 |fitness:[0.14339294236545858, 0.4129209285086592, 0.03979930162801511]
     id:23 |Total fit:0.7995075140775132 |fitness:[0.12472043644666536, 0.6171485960580826, 0.05763848157276531]
     id:34 |Total fit:0.5281680409979929 |fitness:[0.14606739470162733, 0.3465408090674861, 0.03555983722887941]
     id:37 |Total fit:0.7544147172733342 |fitness:[0.11778632454638181, 0.57577460410452, 0.06085378862243239]
     id:41 |Total fit:0.5975280176652923 |fitness:[0.14279030160111544, 0.4113128366381913, 0.043424879425985635]

Gen: 3
     id:14 |Total fit:0.751951131563721 |fitness:[0.13796356082086408, 0.5634239802963911, 0.050563590446465745]
     id:18 |Total fit:0.756852131839267 |fitness:[0.12725452214517655, 0.5711416256672983, 0.058455984026792196]
     id:19 |Total fit:0.7338524483714781 |fitness:[0.1409805077529173, 0.5322126507212501, 0.06065928989731075]
     id:21 |Total fit:0.5961131725021329 |fitness:[0.14339294236545858, 0.4129209285086592, 0.03979930162801511]
     id:23 |Total fit:0.7995075140775132 |fitness:[0.12472043644666536, 0.6171485960580826, 0.05763848157276531]
     id:34 |Total fit:0.5281680409979929 |fitness:[0.14606739470162733, 0.3465408090674861, 0.03555983722887941]
     id:37 |Total fit:0.7544147172733342 |fitness:[0.11778632454638181, 0.57577460410452, 0.06085378862243239]
     id:40 |Total fit:0.7233432111827721 |fitness:[0.12764380562028016, 0.5444915380890608, 0.05120786747343117]
     id:41 |Total fit:0.5975280176652923 |fitness:[0.14279030160111544, 0.4113128366381913, 0.043424879425985635]

Gen: 4
     id:12 |Total fit:0.6449061534717352 |fitness:[0.1331854804750007, 0.46446356087733665, 0.047257112119397905]
     id:21 |Total fit:0.5961131725021329 |fitness:[0.14339294236545858, 0.4129209285086592, 0.03979930162801511]
     id:23 |Total fit:0.7995075140775132 |fitness:[0.12472043644666536, 0.6171485960580826, 0.05763848157276531]
     id:26 |Total fit:0.6799158793830247 |fitness:[0.12545970073832852, 0.4996622409268348, 0.05479393771786136]
     id:34 |Total fit:0.5281680409979929 |fitness:[0.14606739470162733, 0.3465408090674861, 0.03555983722887941]
     id:37 |Total fit:0.7544147172733342 |fitness:[0.11778632454638181, 0.57577460410452, 0.06085378862243239]
     id:40 |Total fit:0.7233432111827721 |fitness:[0.12764380562028016, 0.5444915380890608, 0.05120786747343117]
     id:41 |Total fit:0.5975280176652923 |fitness:[0.14279030160111544, 0.4113128366381913, 0.043424879425985635]

Gen: 5
     id:12 |Total fit:0.6449061534717352 |fitness:[0.1331854804750007, 0.46446356087733665, 0.047257112119397905]
     id:21 |Total fit:0.5961131725021329 |fitness:[0.14339294236545858, 0.4129209285086592, 0.03979930162801511]
     id:23 |Total fit:0.7995075140775132 |fitness:[0.12472043644666536, 0.6171485960580826, 0.05763848157276531]
     id:26 |Total fit:0.6799158793830247 |fitness:[0.12545970073832852, 0.4996622409268348, 0.05479393771786136]
     id:34 |Total fit:0.5281680409979929 |fitness:[0.14606739470162733, 0.3465408090674861, 0.03555983722887941]
     id:36 |Total fit:0.6295752683739739 |fitness:[0.13596286834545165, 0.447856574943657, 0.04575582508486526]
     id:37 |Total fit:0.7544147172733342 |fitness:[0.11778632454638181, 0.57577460410452, 0.06085378862243239]
     id:39 |Total fit:0.6506475028759512 |fitness:[0.13967041913478004, 0.4662211036651343, 0.044755980076036844]
     id:40 |Total fit:0.7233432111827721 |fitness:[0.12764380562028016, 0.5444915380890608, 0.05120786747343117]
     id:41 |Total fit:0.5975280176652923 |fitness:[0.14279030160111544, 0.4113128366381913, 0.043424879425985635]

Gen: 6
     id:12 |Total fit:0.6449061534717352 |fitness:[0.1331854804750007, 0.46446356087733665, 0.047257112119397905]
     id:19 |Total fit:0.7435353197926919 |fitness:[0.12465680357092726, 0.5644462245709264, 0.05443229165083832]
     id:21 |Total fit:0.5961131725021329 |fitness:[0.14339294236545858, 0.4129209285086592, 0.03979930162801511]
     id:26 |Total fit:0.6799158793830247 |fitness:[0.12545970073832852, 0.4996622409268348, 0.05479393771786136]
