Gen: 2
     id:3 |Total fit:0.8047698211425913 |fitness:[0.1201624549558784, 0.6251960097421012, 0.05941135644461175]
     id:7 |Total fit:0.8051821618681518 |fitness:[0.1041007044574129, 0.631062400604989, 0.07001905680574998]
     id:16 |Total fit:0.7706174264799259 |fitness:[0.12189968125541933, 0.5927501417942815, 0.055967603430225034]
     id:20 |Total fit:0.7483101883390174 |fitness:[0.11646249701983688, 0.5700630567510759, 0.061784634568104554]
     id:22 |Total fit:1.0047453737018301 |fitness:[0.10207115642477613, 0.8240972430743224, 0.07857697420273148]
     id:37 |Total fit:0.8549733236700645 |fitness:[0.11489458954232287, 0.6717712608013879, 0.06830747332635367]
     id:39 |Total fit:0.8437151991785924 |fitness:[0.11328947748059667, 0.6619123878157008, 0.06851333388229482]
     id:43 |Total fit:0.7052041672157343 |fitness:[0.13352725273757404, 0.5245554332232343, 0.04712148125492595]
     id:48 |Total fit:0.6455910095686112 |fitness:[0.12294900238564906, 0.47494411637140094, 0.04769789081156113]

Gen: 3
     id:7 |Total fit:0.8051821618681518 |fitness:[0.1041007044574129, 0.631062400604989, 0.07001905680574998]
     id:20 |Total fit:0.7483101883390174 |fitness:[0.11646249701983688, 0.5700630567510759, 0.061784634568104554]
     id:22 |Total fit:1.0047453737018301 |fitness:[0.10207115642477613, 0.8240972430743224, 0.07857697420273148]
     id:32 |Total fit:0.8873913619720872 |fitness:[0.11496368377014553, 0.7056406321244676, 0.06678704607747415]
     id:33 |Total fit:0.9049877010797283 |fitness:[0.10610975200487152, 0.735984608369755, 0.06289334070510182]
     id:37 |Total fit:0.8549733236700645 |fitness:[0.11489458954232287, 0.6717712608013879, 0.06830747332635367]
     id:39 |Total fit:0.8437151991785924 |fitness:[0.11328947748059667, 0.6619123878157008, 0.06851333388229482]
     id:40 |Total fit:0.7828563808926393 |fitness:[0.11983065080688392, 0.6041437293564208, 0.05888200072933454]
     id:43 |Total fit:0.7052041672157343 |fitness:[0.13352725273757404, 0.5245554332232343, 0.04712148125492595]
