Gen: 2
     id:0 |Total fit:1.1311508707132518 |fitness:[0.1890707483354113, 0.7219815227779548, 0.22009859959988567]
     id:10 |Total fit:1.1997029558776824 |fitness:[0.17396609809799188, 0.7423701815864925, 0.28336667619319805]
     id:13 |Total fit:1.260037014199842 |fitness:[0.1623153036050614, 0.7423701815864925, 0.3553515290082881]
     id:17 |Total fit:0.9711192672763811 |fitness:[0.17831657691593494, 0.4643517043644473, 0.32845098599599887]
     id:31 |Total fit:1.0108199187634033 |fitness:[0.17576464970687322, 0.5356482956355527, 0.29940697342097744]
     id:43 |Total fit:1.4695761869153523 |fitness:[0.16820436639520386, 1.0, 0.3013718205201486]
     id:46 |Total fit:1.5225592865853395 |fitness:[0.13934265326153275, 1.0, 0.3832166333238068]
     id:56 |Total fit:0.974692309468195 |fitness:[0.20593681194790037, 0.5111819050653075, 0.2575735924549871]
     id:62 |Total fit:1.2458963319636944 |fitness:[0.1715998620579887, 0.7219815227779548, 0.3523149471277508]
     id:67 |Total fit:1.2726060199275504 |fitness:[0.16658620049340797, 0.7219815227779548, 0.3840382966561875]
     id:75 |Total fit:1.3389186348885451 |fitness:[0.1606281666976152, 0.7219815227779548, 0.4563089454129751]
     id:78 |Total fit:1.2708491089861398 |fitness:[0.17030002387457888, 0.7464479133482, 0.354101171763361]
     id:85 |Total fit:1.2740667380194781 |fitness:[0.16983314322094598, 0.7219815227779548, 0.3822520720205773]
     id:88 |Total fit:1.1706900404630205 |fitness:[0.1813513011645489, 0.7464479133482, 0.2428908259502715]

Gen: 3
     id:9 |Total fit:1.194361125504083 |fitness:[0.18272541581558213, 0.7219815227779548, 0.2896541869105459]
     id:14 |Total fit:1.260037014199842 |fitness:[0.1623153036050614, 0.7423701815864925, 0.3553515290082881]
     id:24 |Total fit:1.2512355780020334 |fitness:[0.1488288192694379, 0.7464479133482, 0.35595884538439554]
     id:31 |Total fit:1.0108199187634033 |fitness:[0.17576464970687322, 0.5356482956355527, 0.29940697342097744]
     id:43 |Total fit:1.4695761869153523 |fitness:[0.16820436639520386, 1.0, 0.3013718205201486]
     id:46 |Total fit:1.5225592865853395 |fitness:[0.13934265326153275, 1.0, 0.3832166333238068]
     id:47 |Total fit:1.2444913858538977 |fitness:[0.17223121203278777, 0.7219815227779548, 0.3502786510431552]
     id:56 |Total fit:0.974692309468195 |fitness:[0.20593681194790037, 0.5111819050653075, 0.2575735924549871]
     id:62 |Total fit:1.2458963319636944 |fitness:[0.1715998620579887, 0.7219815227779548, 0.3523149471277508]
     id:63 |Total fit:1.2734312535295502 |fitness:[0.1534074329522243, 0.7219815227779548, 0.3980422977993712]
     id:67 |Total fit:1.2726060199275504 |fitness:[0.16658620049340797, 0.7219815227779548, 0.3840382966561875]
     id:68 |Total fit:0.9711192672763811 |fitness:[0.17831657691593494, 0.4643517043644473, 0.32845098599599887]
     id:69 |Total fit:1.1311508707132518 |fitness:[0.1890707483354113, 0.7219815227779548, 0.22009859959988567]
     id:78 |Total fit:1.2708491089861398 |fitness:[0.17030002387457888, 0.7464479133482, 0.354101171763361]
     id:85 |Total fit:1.2740667380194781 |fitness:[0.16983314322094598, 0.7219815227779548, 0.3822520720205773]
     id:88 |Total fit:1.1706900404630205 |fitness:[0.1813513011645489, 0.7464479133482, 0.2428908259502715]
     id:92 |Total fit:1.3242004585191136 |fitness:[0.14991113351195054, 0.7219815227779548, 0.45230780222920836]
     id:99 |Total fit:1.1997029558776824 |fitness:[0.17396609809799188, 0.7423701815864925, 0.28336667619319805]

Gen: 4
     id:4 |Total fit:1.2503776334816121 |fitness:[0.16557816271851872, 0.7219815227779548, 0.3628179479851386]
     id:9 |Total fit:1.194361125504083 |fitness:[0.18272541581558213, 0.7219815227779548, 0.2896541869105459]
     id:24 |Total fit:1.2512355780020334 |fitness:[0.1488288192694379, 0.7464479133482, 0.35595884538439554]
     id:26 |Total fit:1.5141640307979718 |fitness:[0.13934265326153275, 1.0, 0.37482137753643896]
     id:31 |Total fit:1.0108199187634033 |fitness:[0.17576464970687322, 0.5356482956355527, 0.29940697342097744]
     id:34 |Total fit:1.324916031028138 |fitness:[0.13934265326153275, 0.7464479133482, 0.4391254644184053]
     id:43 |Total fit:1.4695761869153523 |fitness:[0.16820436639520386, 1.0, 0.3013718205201486]
     id:47 |Total fit:1.2444913858538977 |fitness:[0.17223121203278777, 0.7219815227779548, 0.3502786510431552]
     id:56 |Total fit:0.974692309468195 |fitness:[0.20593681194790037, 0.5111819050653075, 0.2575735924549871]
     id:62 |Total fit:1.2458963319636944 |fitness:[0.1715998620579887, 0.7219815227779548, 0.3523149471277508]
     id:63 |Total fit:1.2734312535295502 |fitness:[0.1534074329522243, 0.7219815227779548, 0.3980422977993712]
     id:68 |Total fit:0.9711192672763811 |fitness:[0.17831657691593494, 0.4643517043644473, 0.32845098599599887]
     id:69 |Total fit:1.1311508707132518 |fitness:[0.1890707483354113, 0.7219815227779548, 0.22009859959988567]
     id:88 |Total fit:1.1706900404630205 |fitness:[0.1813513011645489, 0.7464479133482, 0.2428908259502715]
     id:91 |Total fit:1.252451063308784 |fitness:[0.16158845531474653, 0.7423701815864925, 0.348492426407545]
     id:92 |Total fit:1.3242004585191136 |fitness:[0.14991113351195054, 0.7219815227779548, 0.45230780222920836]
     id:99 |Total fit:1.1997029558776824 |fitness:[0.17396609809799188, 0.7423701815864925, 0.28336667619319805]

Gen: 5
     id:1 |Total fit:1.2104959275628382 |fitness:[0.1642889354590551, 0.7423701815864925, 0.30383681051729067]
     id:7 |Total fit:1.2094884763409777 |fitness:[0.14748123192827015, 0.7219815227779548, 0.3400257216347528]
     id:26 |Total fit:1.5141640307979718 |fitness:[0.13934265326153275, 1.0, 0.37482137753643896]
