Gen: 2
     id:42 |fitness:[42, 0.6609752578658413]
     id:3 |fitness:[3, 0.6562422267363985]
     id:35 |fitness:[35, 0.6441000517840726]
     id:38 |fitness:[38, 0.6280327611588632]
     id:50 |fitness:[50, 0.6235779167492064]
     id:72 |fitness:[72, 0.609902727737316]
     id:65 |fitness:[65, 0.5985735936457494]
     id:64 |fitness:[64, 0.593631608075768]
     id:60 |fitness:[60, 0.5846792926031557]
     id:89 |fitness:[89, 0.5148918215113905]

Gen: 3
     id:50 |fitness:[50, 0.6235779167492064]
     id:66 |fitness:[66, 0.6215551005452602]
     id:28 |fitness:[28, 0.6157212971979938]
     id:78 |fitness:[78, 0.6142458785679095]
     id:88 |fitness:[88, 0.6137989926923095]
     id:72 |fitness:[72, 0.609902727737316]
     id:65 |fitness:[65, 0.5985735936457494]
     id:64 |fitness:[64, 0.593631608075768]
     id:60 |fitness:[60, 0.5846792926031557]
     id:89 |fitness:[89, 0.5148918215113905]

Gen: 4
     id:88 |fitness:[88, 0.6137989926923095]
     id:31 |fitness:[31, 0.6134995907972068]
     id:72 |fitness:[72, 0.609902727737316]
     id:79 |fitness:[79, 0.6056145473252185]
     id:65 |fitness:[65, 0.5985735936457494]
     id:64 |fitness:[64, 0.593631608075768]
     id:8 |fitness:[8, 0.5894082247861178]
     id:60 |fitness:[60, 0.5846792926031557]
     id:34 |fitness:[34, 0.5148918215113905]
     id:89 |fitness:[89, 0.5148918215113905]

Gen: 5
     id:20 |fitness:[20, 0.5635724852741161]
     id:44 |fitness:[44, 0.5617157903456454]
     id:61 |fitness:[61, 0.5582385168431742]
     id:6 |fitness:[6, 0.5555341154534019]
     id:55 |fitness:[55, 0.552443035839295]
     id:99 |fitness:[99, 0.5473072958293925]
     id:10 |fitness:[10, 0.5148918215113905]
     id:34 |fitness:[34, 0.5148918215113905]
     id:89 |fitness:[89, 0.5148918215113905]
     id:95 |fitness:[95, 0.5148918215113905]

Gen: 6
     id:34 |fitness:[34, 0.5148918215113905]
     id:41 |fitness:[41, 0.5148918215113905]
     id:43 |fitness:[43, 0.5148918215113905]
     id:56 |fitness:[56, 0.5148918215113905]
     id:74 |fitness:[74, 0.5148918215113905]
     id:82 |fitness:[82, 0.5148918215113905]
     id:89 |fitness:[89, 0.5148918215113905]
     id:92 |fitness:[92, 0.5148918215113905]
     id:93 |fitness:[93, 0.5148918215113905]
     id:95 |fitness:[95, 0.5148918215113905]

Gen: 7
     id:56 |fitness:[56, 0.5148918215113905]
     id:62 |fitness:[62, 0.5148918215113905]
     id:69 |fitness:[69, 0.5148918215113905]
     id:70 |fitness:[70, 0.5148918215113905]
     id:74 |fitness:[74, 0.5148918215113905]
     id:82 |fitness:[82, 0.5148918215113905]
     id:89 |fitness:[89, 0.5148918215113905]
     id:92 |fitness:[92, 0.5148918215113905]
     id:93 |fitness:[93, 0.5148918215113905]
     id:95 |fitness:[95, 0.5148918215113905]

Gen: 8
     id:76 |fitness:[76, 0.5148918215113905]
     id:80 |fitness:[80, 0.5148918215113905]
     id:82 |fitness:[82, 0.5148918215113905]
     id:83 |fitness:[83, 0.5148918215113905]
     id:89 |fitness:[89, 0.5148918215113905]
     id:92 |fitness:[92, 0.5148918215113905]
     id:93 |fitness:[93, 0.5148918215113905]
     id:95 |fitness:[95, 0.5148918215113905]
     id:96 |fitness:[96, 0.5148918215113905]
     id:98 |fitness:[98, 0.5148918215113905]

Gen: 9
     id:87 |fitness:[87, 0.5148918215113905]
     id:88 |fitness:[88, 0.5148918215113905]
     id:89 |fitness:[89, 0.5148918215113905]
     id:91 |fitness:[91, 0.5148918215113905]
     id:92 |fitness:[92, 0.5148918215113905]
     id:93 |fitness:[93, 0.5148918215113905]
     id:95 |fitness:[95, 0.5148918215113905]
     id:96 |fitness:[96, 0.5148918215113905]
     id:97 |fitness:[97, 0.5148918215113905]
     id:98 |fitness:[98, 0.5148918215113905]

Gen: 10
     id:88 |fitness:[88, 0.5148918215113905]
     id:89 |fitness:[89, 0.5148918215113905]
     id:90 |fitness:[90, 0.5148918215113905]
     id:91 |fitness:[91, 0.5148918215113905]
     id:92 |fitness:[92, 0.5148918215113905]
     id:93 |fitness:[93, 0.5148918215113905]
     id:95 |fitness:[95, 0.5148918215113905]
     id:96 |fitness:[96, 0.5148918215113905]
     id:97 |fitness:[97, 0.5148918215113905]
     id:98 |fitness:[98, 0.5148918215113905]

Gen: 11
     id:90 |fitness:[90, 0.5148918215113905]
     id:91 |fitness:[91, 0.5148918215113905]
     id:92 |fitness:[92, 0.5148918215113905]
     id:93 |fitness:[93, 0.5148918215113905]
     id:94 |fitness:[94, 0.5148918215113905]
     id:95 |fitness:[95, 0.5148918215113905]
     id:96 |fitness:[96, 0.5148918215113905]
     id:97 |fitness:[97, 0.5148918215113905]
     id:98 |fitness:[98, 0.5148918215113905]
     id:99 |fitness:[99, 0.5148918215113905]

Gen: 12
     id:90 |fitness:[90, 0.5148918215113905]
     id:91 |fitness:[91, 0.5148918215113905]
     id:92 |fitness:[92, 0.5148918215113905]
     id:93 |fitness:[93, 0.5148918215113905]
     id:94 |fitness:[94, 0.5148918215113905]
     id:95 |fitness:[95, 0.5148918215113905]
     id:96 |fitness:[96, 0.5148918215113905]
     id:97 |fitness:[97, 0.5148918215113905]
     id:98 |fitness:[98, 0.5148918215113905]
     id:99 |fitness:[99, 0.5148918215113905]

Gen: 13
     id:90 |fitness:[90, 0.5148918215113905]
     id:91 |fitness:[91, 0.5148918215113905]
     id:92 |fitness:[92, 0.5148918215113905]
     id:93 |fitness:[93, 0.5148918215113905]
     id:94 |fitness:[94, 0.5148918215113905]
     id:95 |fitness:[95, 0.5148918215113905]
     id:96 |fitness:[96, 0.5148918215113905]
     id:97 |fitness:[97, 0.5148918215113905]
