Gen: 2
     id:5 |Total fit:1.676728836293818 |fitness:[0.13084919411436557, 1.0, 0.5458796421794524]
     id:7 |Total fit:1.7527738484263105 |fitness:[0.12167463454721045, 1.0, 0.6310992138791001]
     id:31 |Total fit:1.1298403624673867 |fitness:[0.17573825362453588, 0.6893284574468085, 0.2647736513960423]
     id:39 |Total fit:0.9985376220577337 |fitness:[0.17251411124640845, 0.4954122340425532, 0.330611276768772]
     id:41 |Total fit:1.3971217708972157 |fitness:[0.13604381234591598, 0.8152593085106383, 0.4458186500406614]
     id:48 |Total fit:1.2761055896930358 |fitness:[0.14031467629610522, 0.6893284574468085, 0.44646245595012196]
     id:49 |Total fit:1.1705422934116574 |fitness:[0.14284300376099957, 0.6893284574468085, 0.3383708322038493]

Gen: 3
     id:5 |Total fit:1.676728836293818 |fitness:[0.13084919411436557, 1.0, 0.5458796421794524]
     id:7 |Total fit:1.7527738484263105 |fitness:[0.12167463454721045, 1.0, 0.6310992138791001]
     id:21 |Total fit:1.2419531657666698 |fitness:[0.1333715231748355, 0.6893284574468085, 0.41925318514502574]
     id:29 |Total fit:1.1754749556390376 |fitness:[0.17227417506943152, 0.6893284574468085, 0.3138723231227975]
     id:31 |Total fit:1.1298403624673867 |fitness:[0.17573825362453588, 0.6893284574468085, 0.2647736513960423]
     id:39 |Total fit:0.9985376220577337 |fitness:[0.17251411124640845, 0.4954122340425532, 0.330611276768772]
     id:40 |Total fit:1.2717292034578613 |fitness:[0.1656729310003539, 0.8152593085106383, 0.29079696394686905]
     id:49 |Total fit:1.1705422934116574 |fitness:[0.14284300376099957, 0.6893284574468085, 0.3383708322038493]

Gen: 4
     id:5 |Total fit:1.676728836293818 |fitness:[0.13084919411436557, 1.0, 0.5458796421794524]
     id:7 |Total fit:1.7527738484263105 |fitness:[0.12167463454721045, 1.0, 0.6310992138791001]
     id:21 |Total fit:1.2419531657666698 |fitness:[0.1333715231748355, 0.6893284574468085, 0.41925318514502574]
     id:29 |Total fit:1.1754749556390376 |fitness:[0.17227417506943152, 0.6893284574468085, 0.3138723231227975]
     id:31 |Total fit:1.1298403624673867 |fitness:[0.17573825362453588, 0.6893284574468085, 0.2647736513960423]
     id:39 |Total fit:0.9985376220577337 |fitness:[0.17251411124640845, 0.4954122340425532, 0.330611276768772]
     id:40 |Total fit:1.2717292034578613 |fitness:[0.1656729310003539, 0.8152593085106383, 0.29079696394686905]
     id:49 |Total fit:1.1705422934116574 |fitness:[0.14284300376099957, 0.6893284574468085, 0.3383708322038493]

Gen: 5
     id:5 |Total fit:1.676728836293818 |fitness:[0.13084919411436557, 1.0, 0.5458796421794524]
     id:7 |Total fit:1.7527738484263105 |fitness:[0.12167463454721045, 1.0, 0.6310992138791001]
     id:20 |Total fit:0.9441979554201755 |fitness:[0.16047531356659128, 0.5084109042553191, 0.2753117375982651]
     id:21 |Total fit:1.2419531657666698 |fitness:[0.1333715231748355, 0.6893284574468085, 0.41925318514502574]
     id:24 |Total fit:0.9398128077810746 |fitness:[0.17125744551949182, 0.4954122340425532, 0.27314312821902953]
     id:31 |Total fit:1.1298403624673867 |fitness:[0.17573825362453588, 0.6893284574468085, 0.2647736513960423]
     id:37 |Total fit:1.3225984906741952 |fitness:[0.14169131011151034, 0.8152593085106383, 0.36564787205204663]
     id:38 |Total fit:1.2347341738472002 |fitness:[0.1360468115481282, 0.6893284574468085, 0.4093589048522635]
     id:49 |Total fit:1.1705422934116574 |fitness:[0.14284300376099957, 0.6893284574468085, 0.3383708322038493]

Gen: 6
     id:7 |Total fit:1.7527738484263105 |fitness:[0.12167463454721045, 1.0, 0.6310992138791001]
     id:15 |Total fit:1.436697348564497 |fitness:[0.13109512869576692, 0.8152593085106383, 0.4903429113580916]
     id:20 |Total fit:0.9441979554201755 |fitness:[0.16047531356659128, 0.5084109042553191, 0.2753117375982651]
     id:21 |Total fit:1.2419531657666698 |fitness:[0.1333715231748355, 0.6893284574468085, 0.41925318514502574]
     id:22 |Total fit:1.4473997368200313 |fitness:[0.12468583356827084, 0.8152593085106383, 0.5074545947411222]
     id:24 |Total fit:0.9398128077810746 |fitness:[0.17125744551949182, 0.4954122340425532, 0.27314312821902953]
     id:25 |Total fit:0.9630475177718925 |fitness:[0.1996029056271032, 0.49158909574468085, 0.2718555164001084]
     id:31 |Total fit:1.1298403624673867 |fitness:[0.17573825362453588, 0.6893284574468085, 0.2647736513960423]
     id:37 |Total fit:1.3225984906741952 |fitness:[0.14169131011151034, 0.8152593085106383, 0.36564787205204663]
     id:38 |Total fit:1.2347341738472002 |fitness:[0.1360468115481282, 0.6893284574468085, 0.4093589048522635]
     id:49 |Total fit:1.1705422934116574 |fitness:[0.14284300376099957, 0.6893284574468085, 0.3383708322038493]

Gen: 7
