Gen: 2
     id:1 |Total fit:0.7048381001724179 |fitness:[0.1440522591857001, 0.5095111183447603, 0.05127472264195751]
     id:8 |Total fit:0.6710262616762822 |fitness:[0.1855474180734856, 0.4449453746465119, 0.040533468956284714]
     id:10 |Total fit:0.7382449899652768 |fitness:[0.13500496524329691, 0.5497039855146176, 0.05353603920736231]
     id:21 |Total fit:0.7989911702639289 |fitness:[0.12739510923535252, 0.6066567656094236, 0.06493929541915268]
     id:33 |Total fit:0.7135243191690854 |fitness:[0.14744972691161867, 0.5088397452851301, 0.0572348469723367]
     id:42 |Total fit:0.8104659552970674 |fitness:[0.13399640019860973, 0.6148759994303501, 0.06159355566810766]
     id:43 |Total fit:0.660918568470235 |fitness:[0.15148522840119166, 0.4656928366529001, 0.043740503416143196]

Gen: 3
     id:1 |Total fit:0.7048381001724179 |fitness:[0.1440522591857001, 0.5095111183447603, 0.05127472264195751]
     id:8 |Total fit:0.6710262616762822 |fitness:[0.1855474180734856, 0.4449453746465119, 0.040533468956284714]
     id:10 |Total fit:0.7382449899652768 |fitness:[0.13500496524329691, 0.5497039855146176, 0.05353603920736231]
     id:21 |Total fit:0.7989911702639289 |fitness:[0.12739510923535252, 0.6066567656094236, 0.06493929541915268]
     id:33 |Total fit:0.7135243191690854 |fitness:[0.14744972691161867, 0.5088397452851301, 0.0572348469723367]
     id:42 |Total fit:0.8104659552970674 |fitness:[0.13399640019860973, 0.6148759994303501, 0.06159355566810766]
     id:43 |Total fit:0.660918568470235 |fitness:[0.15148522840119166, 0.4656928366529001, 0.043740503416143196]

Gen: 4
     id:1 |Total fit:0.7048381001724179 |fitness:[0.1440522591857001, 0.5095111183447603, 0.05127472264195751]
     id:4 |Total fit:0.6699747910297151 |fitness:[0.17745717477656406, 0.4482412060301508, 0.04427641022300028]
     id:8 |Total fit:0.6710262616762822 |fitness:[0.1855474180734856, 0.4449453746465119, 0.040533468956284714]
     id:10 |Total fit:0.7382449899652768 |fitness:[0.13500496524329691, 0.5497039855146176, 0.05353603920736231]
     id:21 |Total fit:0.7989911702639289 |fitness:[0.12739510923535252, 0.6066567656094236, 0.06493929541915268]
     id:32 |Total fit:0.6461524498664797 |fitness:[0.14715926017874875, 0.45516652086342646, 0.04382666882430453]
     id:42 |Total fit:0.8104659552970674 |fitness:[0.13399640019860973, 0.6148759994303501, 0.06159355566810766]
     id:43 |Total fit:0.660918568470235 |fitness:[0.15148522840119166, 0.4656928366529001, 0.043740503416143196]
     id:44 |Total fit:0.7209318856404788 |fitness:[0.13979828699106256, 0.5271499196386792, 0.05398367901073705]

Gen: 5
     id:1 |Total fit:0.7048381001724179 |fitness:[0.1440522591857001, 0.5095111183447603, 0.05127472264195751]
     id:4 |Total fit:0.6699747910297151 |fitness:[0.17745717477656406, 0.4482412060301508, 0.04427641022300028]
     id:8 |Total fit:0.6710262616762822 |fitness:[0.1855474180734856, 0.4449453746465119, 0.040533468956284714]
     id:10 |Total fit:0.7382449899652768 |fitness:[0.13500496524329691, 0.5497039855146176, 0.05353603920736231]
     id:21 |Total fit:0.7989911702639289 |fitness:[0.12739510923535252, 0.6066567656094236, 0.06493929541915268]
     id:24 |Total fit:0.6770570508187166 |fitness:[0.1828668073485601, 0.4458283319431164, 0.048361911527040176]
     id:32 |Total fit:0.6461524498664797 |fitness:[0.14715926017874875, 0.45516652086342646, 0.04382666882430453]
     id:39 |Total fit:0.6724917639333277 |fitness:[0.19449292452830189, 0.43196549549366264, 0.046033343911363114]
     id:42 |Total fit:0.8104659552970674 |fitness:[0.13399640019860973, 0.6148759994303501, 0.06159355566810766]
     id:43 |Total fit:0.660918568470235 |fitness:[0.15148522840119166, 0.4656928366529001, 0.043740503416143196]
     id:44 |Total fit:0.7209318856404788 |fitness:[0.13979828699106256, 0.5271499196386792, 0.05398367901073705]

Gen: 6
     id:1 |Total fit:0.7048381001724179 |fitness:[0.1440522591857001, 0.5095111183447603, 0.05127472264195751]
     id:4 |Total fit:0.6699747910297151 |fitness:[0.17745717477656406, 0.4482412060301508, 0.04427641022300028]
     id:8 |Total fit:0.6710262616762822 |fitness:[0.1855474180734856, 0.4449453746465119, 0.040533468956284714]
     id:10 |Total fit:0.7382449899652768 |fitness:[0.13500496524329691, 0.5497039855146176, 0.05353603920736231]
     id:21 |Total fit:0.7989911702639289 |fitness:[0.12739510923535252, 0.6066567656094236, 0.06493929541915268]
     id:24 |Total fit:0.6770570508187166 |fitness:[0.1828668073485601, 0.4458283319431164, 0.048361911527040176]
     id:32 |Total fit:0.6461524498664797 |fitness:[0.14715926017874875, 0.45516652086342646, 0.04382666882430453]
     id:39 |Total fit:0.6724917639333277 |fitness:[0.19449292452830189, 0.43196549549366264, 0.046033343911363114]
     id:42 |Total fit:0.8104659552970674 |fitness:[0.13399640019860973, 0.6148759994303501, 0.06159355566810766]
     id:43 |Total fit:0.660918568470235 |fitness:[0.15148522840119166, 0.4656928366529001, 0.043740503416143196]
     id:44 |Total fit:0.7209318856404788 |fitness:[0.13979828699106256, 0.5271499196386792, 0.05398367901073705]

Gen: 7
     id:1 |Total fit:0.7048381001724179 |fitness:[0.1440522591857001, 0.5095111183447603, 0.05127472264195751]
     id:4 |Total fit:0.6699747910297151 |fitness:[0.17745717477656406, 0.4482412060301508, 0.04427641022300028]
     id:8 |Total fit:0.6710262616762822 |fitness:[0.1855474180734856, 0.4449453746465119, 0.040533468956284714]
     id:9 |Total fit:0.6766630365426595 |fitness:[0.14689734359483614, 0.4841169409802047, 0.04564875196761862]
     id:10 |Total fit:0.7382449899652768 |fitness:[0.13500496524329691, 0.5497039855146176, 0.05353603920736231]
     id:21 |Total fit:0.7989911702639289 |fitness:[0.12739510923535252, 0.6066567656094236, 0.06493929541915268]
     id:24 |Total fit:0.6770570508187166 |fitness:[0.1828668073485601, 0.4458283319431164, 0.048361911527040176]
     id:32 |Total fit:0.6461524498664797 |fitness:[0.14715926017874875, 0.45516652086342646, 0.04382666882430453]
     id:39 |Total fit:0.6724917639333277 |fitness:[0.19449292452830189, 0.43196549549366264, 0.046033343911363114]
     id:42 |Total fit:0.8104659552970674 |fitness:[0.13399640019860973, 0.6148759994303501, 0.06159355566810766]
     id:43 |Total fit:0.660918568470235 |fitness:[0.15148522840119166, 0.4656928366529001, 0.043740503416143196]
     id:44 |Total fit:0.7209318856404788 |fitness:[0.13979828699106256, 0.5271499196386792, 0.05398367901073705]

Gen: 8
     id:1 |Total fit:0.7048381001724179 |fitness:[0.1440522591857001, 0.5095111183447603, 0.05127472264195751]
     id:4 |Total fit:0.6699747910297151 |fitness:[0.17745717477656406, 0.4482412060301508, 0.04427641022300028]
     id:8 |Total fit:0.6710262616762822 |fitness:[0.1855474180734856, 0.4449453746465119, 0.040533468956284714]
     id:9 |Total fit:0.6766630365426595 |fitness:[0.14689734359483614, 0.4841169409802047, 0.04564875196761862]
     id:10 |Total fit:0.7382449899652768 |fitness:[0.13500496524329691, 0.5497039855146176, 0.05353603920736231]
     id:16 |Total fit:0.6605071944194949 |fitness:[0.16250062065541213, 0.456151201350884, 0.04185537241319886]
     id:21 |Total fit:0.7989911702639289 |fitness:[0.12739510923535252, 0.6066567656094236, 0.06493929541915268]
     id:24 |Total fit:0.6770570508187166 |fitness:[0.1828668073485601, 0.4458283319431164, 0.048361911527040176]
     id:32 |Total fit:0.6461524498664797 |fitness:[0.14715926017874875, 0.45516652086342646, 0.04382666882430453]
     id:39 |Total fit:0.6724917639333277 |fitness:[0.19449292452830189, 0.43196549549366264, 0.046033343911363114]
     id:42 |Total fit:0.8104659552970674 |fitness:[0.13399640019860973, 0.6148759994303501, 0.06159355566810766]
     id:43 |Total fit:0.660918568470235 |fitness:[0.15148522840119166, 0.4656928366529001, 0.043740503416143196]
