Gen: 2
     id:6 |Total fit:1.2004694172951467 |fitness:[0.09339481988038546, 0.8477013649317534, 0.25937323248300787]
     id:8 |Total fit:1.3533783908560857 |fitness:[0.09497339818978341, 1.0, 0.2584049926663024]
     id:13 |Total fit:1.3526471151305453 |fitness:[0.09823012012512893, 1.0, 0.25441699500541637]
     id:21 |Total fit:1.2517673160947016 |fitness:[0.093022088182533, 0.8812246887655617, 0.27752053914660685]
     id:24 |Total fit:1.1933824580621675 |fitness:[0.09375989270773409, 0.8313146842657867, 0.26830788108864667]
     id:30 |Total fit:1.0780514042664893 |fitness:[0.11656715808249114, 0.7751987400629968, 0.18628550612100123]
     id:33 |Total fit:0.8490194503560893 |fitness:[0.10131153902449817, 0.558009599520024, 0.1896983118115671]
     id:36 |Total fit:1.195478125049283 |fitness:[0.11473924098891336, 0.8939740512974351, 0.18676483276293462]
     id:40 |Total fit:1.0581176102256893 |fitness:[0.10098816449211477, 0.7252887355632218, 0.23184071017035268]
     id:44 |Total fit:1.0181101858977273 |fitness:[0.12506424941367092, 0.7167016649167541, 0.17634427156730226]

Gen: 3
     id:6 |Total fit:1.2004694172951467 |fitness:[0.09339481988038546, 0.8477013649317534, 0.25937323248300787]
     id:8 |Total fit:1.3533783908560857 |fitness:[0.09497339818978341, 1.0, 0.2584049926663024]
     id:13 |Total fit:1.3526471151305453 |fitness:[0.09823012012512893, 1.0, 0.25441699500541637]
     id:21 |Total fit:1.2517673160947016 |fitness:[0.093022088182533, 0.8812246887655617, 0.27752053914660685]
     id:24 |Total fit:1.1933824580621675 |fitness:[0.09375989270773409, 0.8313146842657867, 0.26830788108864667]
     id:30 |Total fit:1.0780514042664893 |fitness:[0.11656715808249114, 0.7751987400629968, 0.18628550612100123]
     id:32 |Total fit:1.2688548180384405 |fitness:[0.0881084972615283, 0.8812246887655617, 0.29952163201135046]
     id:33 |Total fit:0.8490194503560893 |fitness:[0.10131153902449817, 0.558009599520024, 0.1896983118115671]
     id:36 |Total fit:1.195478125049283 |fitness:[0.11473924098891336, 0.8939740512974351, 0.18676483276293462]
     id:38 |Total fit:1.2015015118516152 |fitness:[0.0939675331969487, 0.8290835458227088, 0.27845043283195764]
     id:40 |Total fit:1.0581176102256893 |fitness:[0.10098816449211477, 0.7252887355632218, 0.23184071017035268]
     id:44 |Total fit:1.0181101858977273 |fitness:[0.12506424941367092, 0.7167016649167541, 0.17634427156730226]

Gen: 4
     id:6 |Total fit:1.2004694172951467 |fitness:[0.09339481988038546, 0.8477013649317534, 0.25937323248300787]
     id:8 |Total fit:1.3533783908560857 |fitness:[0.09497339818978341, 1.0, 0.2584049926663024]
     id:13 |Total fit:1.3526471151305453 |fitness:[0.09823012012512893, 1.0, 0.25441699500541637]
     id:21 |Total fit:1.2517673160947016 |fitness:[0.093022088182533, 0.8812246887655617, 0.27752053914660685]
     id:24 |Total fit:1.1933824580621675 |fitness:[0.09375989270773409, 0.8313146842657867, 0.26830788108864667]
     id:30 |Total fit:1.0780514042664893 |fitness:[0.11656715808249114, 0.7751987400629968, 0.18628550612100123]
     id:32 |Total fit:1.2688548180384405 |fitness:[0.0881084972615283, 0.8812246887655617, 0.29952163201135046]
     id:33 |Total fit:0.8490194503560893 |fitness:[0.10131153902449817, 0.558009599520024, 0.1896983118115671]
     id:36 |Total fit:1.195478125049283 |fitness:[0.11473924098891336, 0.8939740512974351, 0.18676483276293462]
     id:38 |Total fit:1.2015015118516152 |fitness:[0.0939675331969487, 0.8290835458227088, 0.27845043283195764]
     id:40 |Total fit:1.0581176102256893 |fitness:[0.10098816449211477, 0.7252887355632218, 0.23184071017035268]
     id:41 |Total fit:1.1895878139374179 |fitness:[0.09925130285897125, 0.8477013649317534, 0.24263514614669313]
     id:44 |Total fit:1.0181101858977273 |fitness:[0.12506424941367092, 0.7167016649167541, 0.17634427156730226]

Gen: 5
     id:25 |Total fit:1.0102063829668613 |fitness:[0.08971515809610692, 0.6790160491975401, 0.24147517567321428]
     id:32 |Total fit:1.2688548180384405 |fitness:[0.0881084972615283, 0.8812246887655617, 0.29952163201135046]
     id:33 |Total fit:0.8490194503560893 |fitness:[0.10131153902449817, 0.558009599520024, 0.1896983118115671]
     id:34 |Total fit:0.7624330225745514 |fitness:[0.10355643906772824, 0.508099595020249, 0.15077698848657406]
     id:40 |Total fit:1.0581176102256893 |fitness:[0.10098816449211477, 0.7252887355632218, 0.23184071017035268]

Gen: 6
     id:3 |Total fit:0.6636652775094453 |fitness:[0.11221181372265358, 0.3934865756712164, 0.15796688811557524]
     id:12 |Total fit:1.4143780642093464 |fitness:[0.0857325454341218, 1.0, 0.3286455187752246]
     id:14 |Total fit:1.1463964649410954 |fitness:[0.09844201554240121, 0.8477013649317534, 0.20025308446694084]
     id:25 |Total fit:1.0102063829668613 |fitness:[0.08971515809610692, 0.6790160491975401, 0.24147517567321428]
     id:32 |Total fit:1.2688548180384405 |fitness:[0.0881084972615283, 0.8812246887655617, 0.29952163201135046]
     id:33 |Total fit:0.8490194503560893 |fitness:[0.10131153902449817, 0.558009599520024, 0.1896983118115671]
     id:34 |Total fit:0.7624330225745514 |fitness:[0.10355643906772824, 0.508099595020249, 0.15077698848657406]
     id:40 |Total fit:1.0581176102256893 |fitness:[0.10098816449211477, 0.7252887355632218, 0.23184071017035268]

Gen: 7
     id:3 |Total fit:0.6636652775094453 |fitness:[0.11221181372265358, 0.3934865756712164, 0.15796688811557524]
     id:12 |Total fit:1.4143780642093464 |fitness:[0.0857325454341218, 1.0, 0.3286455187752246]
     id:14 |Total fit:1.1463964649410954 |fitness:[0.09844201554240121, 0.8477013649317534, 0.20025308446694084]
     id:25 |Total fit:1.0102063829668613 |fitness:[0.08971515809610692, 0.6790160491975401, 0.24147517567321428]
     id:32 |Total fit:1.2688548180384405 |fitness:[0.0881084972615283, 0.8812246887655617, 0.29952163201135046]
     id:33 |Total fit:0.8490194503560893 |fitness:[0.10131153902449817, 0.558009599520024, 0.1896983118115671]
     id:34 |Total fit:0.7624330225745514 |fitness:[0.10355643906772824, 0.508099595020249, 0.15077698848657406]
     id:40 |Total fit:1.0581176102256893 |fitness:[0.10098816449211477, 0.7252887355632218, 0.23184071017035268]
     id:43 |Total fit:1.2989445597603684 |fitness:[0.09655367847040443, 1.0, 0.20239088128996385]

Gen: 8
     id:3 |Total fit:0.6636652775094453 |fitness:[0.11221181372265358, 0.3934865756712164, 0.15796688811557524]
     id:12 |Total fit:1.4143780642093464 |fitness:[0.0857325454341218, 1.0, 0.3286455187752246]
