Gen: 1
     id: 0| fitness:0.23502499855491787 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.19189951098556576, 0.46455668572925307, 0.04861879894993486]
     id: 1| fitness:0.20903228183865316 | w: [0.9, 0.05, 0.05] |fit^123:[0.2049929566174419, 0.447186449556904, 0.04358596810220518]
     id: 2| fitness:0.5302690240833864 | w: [0.05, 0.9, 0.05] |fit^123:[0.17115847525173888, 0.5766141354171214, 0.05516756890780611]
     id: 3| fitness:0.0800289379174352 | w: [0.05, 0.05, 0.9] |fit^123:[0.19119374636633918, 0.5328764133234383, 0.04869492214771815]
     id: 4| fitness:0.14754039174032824 | w: [0.03465466946615936, 0.22589009094949905, 0.7394552395843416] |fit^123:[0.19189951098556576, 0.46455668572925307, 0.04861879894993486]
     id: 5| fitness:0.2148388011638092 | w: [0.7754682190446831, 0.11231235513658498, 0.11221942581873191] |fit^123:[0.2049433191704955, 0.4533199458680753, 0.04454077049725848]
     id: 6| fitness:0.36898062267821935 | w: [0.5327991019148836, 0.4229836937675354, 0.04421720431758103] |fit^123:[0.15989305697637202, 0.6640895796044877, 0.06537460225629159]
     id: 7| fitness:0.1499642074330095 | w: [0.9852553765635542, 0.005684853360168536, 0.009059770076277245] |fit^123:[0.14864418451665393, 0.5335617933382809, 0.052816449570556416]
     id: 8| fitness:0.4888069363435491 | w: [0.13512048820536737, 0.7375250309645538, 0.12735448083007883] |fit^123:[0.17877753808532962, 0.619186274937792, 0.06269941559133588]
     id: 9| fitness:0.15386411663785426 | w: [0.4576230125710251, 0.09368082723968256, 0.4486961601892923] |fit^123:[0.1586150353538437, 0.5999694416553892, 0.05587877706995287]
     id: 10| fitness:0.2182310422034452 | w: [0.7280048608835069, 0.16263399660687478, 0.10936114250961831] |fit^123:[0.15226486541690606, 0.619339066660846, 0.06086158410199639]
     id: 11| fitness:0.22892948265259577 | w: [0.05243652669645127, 0.4378654915936949, 0.5096979817098538] |fit^123:[0.19528341555842985, 0.4505740603309032, 0.04198303105173985]
     id: 12| fitness:0.2186211754330573 | w: [0.9080274369081679, 0.07838830776583021, 0.013584255326001896] |fit^123:[0.19951343891085171, 0.46932815296634217, 0.04914948638590981]
     id: 13| fitness:0.14702595531271195 | w: [0.9958318029047986, 0.0001318495510991788, 0.004036347544102263] |fit^123:[0.1472771578168424, 0.6514864451914262, 0.06857177656318987]
     id: 14| fitness:0.19936239925903454 | w: [0.5739665403653083, 0.1878315673242934, 0.23820189231039834] |fit^123:[0.19484637780715452, 0.4096040511633998, 0.044460297402459]
