Gen: 2
     id:56 |fitness:[56, 0.677265544108324]
     id:38 |fitness:[38, 0.6692024034256644]
     id:46 |fitness:[46, 0.6689759519845029]
     id:47 |fitness:[47, 0.6676832631139396]
     id:36 |fitness:[36, 0.6632603830398649]
     id:12 |fitness:[12, 0.6470856889161121]
     id:68 |fitness:[68, 0.6383868086496236]
     id:28 |fitness:[28, 0.6171772834631944]
     id:58 |fitness:[58, 0.60214507193833]
     id:54 |fitness:[54, 0.5969784854189081]

Gen: 3
     id:42 |fitness:[42, 0.6416874297029406]
     id:68 |fitness:[68, 0.6383868086496236]
     id:11 |fitness:[11, 0.6238673363021687]
     id:73 |fitness:[73, 0.6238673363021687]
     id:28 |fitness:[28, 0.6171772834631944]
     id:5 |fitness:[5, 0.6097620292542394]
     id:58 |fitness:[58, 0.60214507193833]
     id:54 |fitness:[54, 0.5969784854189081]
     id:69 |fitness:[69, 0.5969784854189081]
     id:14 |fitness:[14, 0.5924833734022728]

Gen: 4
     id:43 |fitness:[43, 0.6171772834631944]
     id:5 |fitness:[5, 0.6097620292542394]
     id:81 |fitness:[81, 0.6097620292542394]
     id:58 |fitness:[58, 0.60214507193833]
     id:54 |fitness:[54, 0.5969784854189081]
     id:69 |fitness:[69, 0.5969784854189081]
     id:6 |fitness:[6, 0.5924833734022728]
     id:14 |fitness:[14, 0.5924833734022728]
     id:27 |fitness:[27, 0.5924833734022728]
     id:93 |fitness:[93, 0.5597026078386582]

Gen: 5
     id:14 |fitness:[14, 0.5924833734022728]
     id:27 |fitness:[27, 0.5924833734022728]
     id:30 |fitness:[30, 0.5924833734022728]
     id:79 |fitness:[79, 0.5924833734022728]
     id:88 |fitness:[88, 0.5924833734022728]
     id:87 |fitness:[87, 0.5797091634879171]
     id:23 |fitness:[23, 0.570823375904345]
     id:91 |fitness:[91, 0.5597026078386582]
     id:93 |fitness:[93, 0.5597026078386582]
     id:61 |fitness:[61, 0.5564597579526617]

Gen: 6
     id:87 |fitness:[87, 0.5797091634879171]
     id:96 |fitness:[96, 0.5797091634879171]
     id:18 |fitness:[18, 0.570823375904345]
     id:23 |fitness:[23, 0.570823375904345]
     id:57 |fitness:[57, 0.570823375904345]
     id:85 |fitness:[85, 0.570823375904345]
     id:97 |fitness:[97, 0.570823375904345]
     id:91 |fitness:[91, 0.5597026078386582]
     id:93 |fitness:[93, 0.5597026078386582]
     id:61 |fitness:[61, 0.5564597579526617]

Gen: 7
     id:94 |fitness:[94, 0.570823375904345]
     id:97 |fitness:[97, 0.570823375904345]
     id:4 |fitness:[4, 0.5597026078386582]
     id:70 |fitness:[70, 0.5597026078386582]
     id:86 |fitness:[86, 0.5597026078386582]
     id:91 |fitness:[91, 0.5597026078386582]
     id:93 |fitness:[93, 0.5597026078386582]
     id:61 |fitness:[61, 0.5564597579526617]
     id:22 |fitness:[22, 0.5493020938660881]
     id:36 |fitness:[36, 0.5368727703089735]

Gen: 8
     id:93 |fitness:[93, 0.5597026078386582]
     id:61 |fitness:[61, 0.5564597579526617]
     id:38 |fitness:[38, 0.5515134561484375]
     id:47 |fitness:[47, 0.5515134561484375]
     id:56 |fitness:[56, 0.5515134561484375]
     id:0 |fitness:[0, 0.5493020938660881]
     id:22 |fitness:[22, 0.5493020938660881]
     id:37 |fitness:[37, 0.5493020938660881]
     id:36 |fitness:[36, 0.5368727703089735]
     id:12 |fitness:[12, 0.523897511264685]

Gen: 9
     id:56 |fitness:[56, 0.5515134561484375]
     id:99 |fitness:[99, 0.5515134561484375]
     id:0 |fitness:[0, 0.5493020938660881]
     id:22 |fitness:[22, 0.5493020938660881]
     id:33 |fitness:[33, 0.5493020938660881]
     id:37 |fitness:[37, 0.5493020938660881]
     id:36 |fitness:[36, 0.5368727703089735]
     id:12 |fitness:[12, 0.523897511264685]
     id:32 |fitness:[32, 0.523897511264685]
     id:46 |fitness:[46, 0.523897511264685]

Gen: 10
     id:36 |fitness:[36, 0.5368727703089735]
     id:65 |fitness:[65, 0.5368727703089735]
     id:6 |fitness:[6, 0.523897511264685]
     id:12 |fitness:[12, 0.523897511264685]
     id:19 |fitness:[19, 0.523897511264685]
     id:32 |fitness:[32, 0.523897511264685]
     id:39 |fitness:[39, 0.523897511264685]
     id:46 |fitness:[46, 0.523897511264685]
     id:54 |fitness:[54, 0.523897511264685]
     id:60 |fitness:[60, 0.523897511264685]

Gen: 11
     id:46 |fitness:[46, 0.523897511264685]
     id:48 |fitness:[48, 0.523897511264685]
     id:54 |fitness:[54, 0.523897511264685]
     id:55 |fitness:[55, 0.523897511264685]
     id:59 |fitness:[59, 0.523897511264685]
     id:60 |fitness:[60, 0.523897511264685]
     id:76 |fitness:[76, 0.523897511264685]
     id:81 |fitness:[81, 0.523897511264685]
     id:92 |fitness:[92, 0.523897511264685]
     id:77 |fitness:[77, 0.5173111818318036]

Gen: 12
     id:68 |fitness:[68, 0.523897511264685]
     id:72 |fitness:[72, 0.523897511264685]
     id:74 |fitness:[74, 0.523897511264685]
     id:76 |fitness:[76, 0.523897511264685]
     id:81 |fitness:[81, 0.523897511264685]
     id:85 |fitness:[85, 0.523897511264685]
     id:92 |fitness:[92, 0.523897511264685]
     id:94 |fitness:[94, 0.523897511264685]
     id:95 |fitness:[95, 0.523897511264685]
     id:77 |fitness:[77, 0.5173111818318036]

Gen: 13
     id:76 |fitness:[76, 0.523897511264685]
     id:81 |fitness:[81, 0.523897511264685]
     id:82 |fitness:[82, 0.523897511264685]
     id:85 |fitness:[85, 0.523897511264685]
     id:89 |fitness:[89, 0.523897511264685]
     id:91 |fitness:[91, 0.523897511264685]
     id:92 |fitness:[92, 0.523897511264685]
